Time,Pass/Fail,F0,F2,F3,F4,F12,F14,F15,F18,F21,F22,F27,F28,F32,F33,F34,F35,F36,F43,F45,F46,F48,F50,F51,F55,F60,F62,F63,F64,F65,F66,F68,F70,F88,F90,F115,F117,F133,F134,F135,F136,F137,F140,F142,F150,F151,F160,F166,F180,F182,F183,F185,F187,F188,F200,F201,F208,F209,F218,F223,F225,F250,F252,F268,F269,F270,F271,F272,F275,F277,F286,F295,F316,F318,F319,F321,F324,F337,F344,F361,F363,F388,F390,F406,F408,F409,F410,F412,F413,F415,F416,F418,F419,F423,F424,F429,F433,F434,F435,F436,F437,F438,F439,F440,F453,F454,F456,F457,F459,F460,F468,F470,F472,F473,F474,F478,F480,F482,F486,F487,F488,F489,F490,F491,F495,F497,F499,F500,F511,F520,F521,F522,F524,F525,F527,F539,F541,F561,F585
2008-01-09 11:40,-1,3031.65,2184.8889,905.1501,1.3378,199.4854,7.8278,404.2026,189.1325,-4557.0,2593.25,7.4083,69.1222,85.7881,8.77,50.0774,63.708,49.9226,363.47,129.4518,727.603,139.2018,632.1236,198.7064,2834.0,359.5973,109.2818,22.8082,20.17,28.121,699.482,140.4364,609.3154,1807.5363,8557.41,763.5411,59.2268,1010.6104,38.3052,593.0,84.3,56.8,0.2247,7.22,6.216,9.025,367.0,3.3,19.16,7.54,26.686,3.61,20.07,99.46,19.23,4.9,77.883,0.0,4.2911,107.9622,604.3999,71.6064,1.1218,35.267,2.1794,99.7297,30.3602,19.6107,0.0791,2.3862,3.198,150.5155,5.723,2.3367,7.7719,1.2662,26.2097,1.6954,21.0224,37.8736,201.8948,23.3148,0.3123,12.6744,26.1022,2.7807,2.214,20.6933,16.7956,6.7673,4.9747,234.7364,294.7776,79.4091,2.2328,4.364,2.0441,9.0318,4.7152,3.5366,4.7742,34.4681,70.0448,14.0084,5.6345,5.8246,10.7389,2.5934,3.175,50.0538,0.0,5.365,84.312,24.2935,20.2056,0.0,71.5017,324.6651,0.0,548.6525,611.0749,0.0,54.3755,1.8732,5.9729,7.0629,606.8966,0.0,314.4828,1.0496,0.0,9.3782,1.894,4.3524,9.4108,1.5316,5.6896,35.1945,2.6143
2008-01-09 16:20,-1,3007.85,2217.8667,1275.0917,1.5487,197.9001,9.5794,414.4638,188.9179,-6301.75,3053.25,5.07,69.8,86.0936,8.5891,50.4484,64.1358,49.5516,361.5082,145.2873,748.4985,133.7218,640.5173,200.5501,2855.0,362.5918,123.4082,13.9443,21.8791,31.0771,717.4214,142.0245,628.0245,1739.5951,8431.48,727.4067,59.4217,1010.6104,38.3052,94.0,124.3,54.4,0.3835,5.3,9.008,13.157,635.0,2.4,18.06,10.68,31.471,6.93,18.52,65.848,24.54,4.04,70.716,0.0,2.7376,75.0157,590.0996,72.4742,1.3277,35.267,2.1794,25.7894,41.7159,19.1303,0.1155,1.7522,3.837,263.162,5.6399,2.8828,9.2639,1.9961,18.0094,1.1726,21.2324,24.794,170.6521,20.7623,0.3855,12.6744,4.2656,4.1325,2.026,15.4474,24.7664,5.0336,3.4157,973.5907,0.0,94.0355,3.1745,3.5604,3.5691,12.943,4.7688,2.8402,3.4384,24.1071,42.5063,3.6022,3.9392,7.351,10.9949,5.1824,2.8914,32.8337,214.9976,11.7079,175.986,18.4651,23.2616,0.0,89.0525,0.0,0.0,136.7531,482.8463,532.1101,33.3365,1.9604,4.3123,6.9988,0.0,524.6436,576.4706,2.441,0.0,9.9634,2.2343,2.6835,7.0904,1.5316,5.6896,15.2895,2.782
2008-01-09 19:54,1,2990.76,2172.9667,1058.2061,0.8433,198.6232,10.7206,420.5469,188.4413,-6405.75,3111.25,5.1162,68.6778,103.1082,23.1583,57.7421,74.8511,42.2579,351.2645,134.5118,723.5921,138.3427,624.1191,177.6204,2826.0,362.1545,168.1936,53.9451,42.63,56.8964,687.4103,87.0255,617.3736,1770.9701,9403.5399,795.5777,58.3686,1008.4998,38.2126,114.0,114.6,40.3,0.0852,8.45,5.891,8.612,649.0,2.7,21.87,9.2,31.064,5.51,23.5,38.702,156.08,54.26,108.334,0.0,3.6033,82.2278,1231.9004,114.7625,1.8636,27.23,5.4189,29.6317,42.8301,12.7941,0.0263,2.8396,2.9341,294.0231,6.09,2.5433,9.0395,1.7672,12.7779,38.3676,31.3487,27.4324,374.3765,34.3742,0.6104,9.8853,5.2317,3.8318,1.6454,35.0636,10.1033,8.0692,4.0586,183.5024,976.1905,54.9501,2.0478,2.5504,11.2686,13.5645,5.4555,2.4627,3.9314,48.8372,38.3741,4.8965,5.8198,6.8395,8.1021,3.9829,3.7653,21.7892,490.3522,75.5033,289.3312,127.2813,227.8544,0.0,93.1454,342.8571,0.0,142.2287,80.0341,240.7767,46.9141,2.2932,4.6431,13.1004,0.0,0.0,0.0,3.0838,0.0,14.425,3.1928,3.4929,5.9404,1.1659,14.1809,47.843,7.3862
2008-01-09 20:51,-1,3017.53,2201.0667,880.2317,1.4148,198.0364,10.1995,415.3266,189.1111,-5438.5,2701.25,7.3342,67.4778,85.7419,8.5788,50.3811,64.1013,49.6189,363.4464,136.4373,736.5305,137.8873,637.7709,204.9855,2846.0,362.0718,118.5518,16.7345,17.8855,26.4123,710.1183,140.4127,621.0364,1871.1087,8793.4601,676.0029,59.0254,1010.6104,38.3052,131.0,217.9,179.8,0.1649,5.25,6.85,10.804,507.0,2.4,18.98,8.26,29.644,4.3,18.09,60.14,17.16,5.33,82.618,0.0,1.8402,65.7863,1576.5996,164.4603,1.2906,35.267,2.1794,31.9114,73.2143,65.5217,0.054,1.9148,3.2509,220.6677,6.1786,2.3376,8.5324,1.2535,19.7076,1.8804,26.1374,23.2294,457.7232,49.3279,0.3806,12.6744,6.0079,7.2211,7.1234,16.4528,11.6558,4.9274,4.2939,0.0,0.0,67.1599,2.6013,7.2462,342.7237,6.4037,4.7524,1.7861,3.5567,60.8108,41.0023,13.9312,2.5615,6.0541,9.8269,3.1185,2.8364,29.3387,252.0636,8.3005,102.5424,29.8008,34.3023,0.0,133.6898,0.0,713.3524,117.5251,0.0,0.0,24.3105,2.545385443364277,3.5159,17.9292,0.0,0.0,283.6364,1.7406,0.0,24.3283,2.1865,2.8146,7.2716,1.5316,5.6896,82.0961,1.9495
2008-01-09 22:05,-1,2980.53,2167.9444,861.8041,1.414,203.1553,12.3114,415.6212,193.3371,-6316.75,3054.0,5.1095,69.4111,86.931,8.8384,50.3353,64.0776,49.6647,363.0282,135.2018,734.7764,138.5327,636.7627,203.1292,2831.0,363.3,114.21,21.1663,20.9918,28.4192,706.3572,138.0864,615.5964,1867.4587,9243.77,796.6377,59.0198,1010.6104,38.3052,159.0,110.7,169.7,0.2209,6.97,16.671,11.0,504.0,3.0,18.39,10.12,30.864,4.66,20.47,46.478,23.82,5.84,43.683,0.0,4.3512,126.1908,594.7998,74.8148,2.0845,35.267,2.1794,37.8656,40.5989,47.9936,0.0864,2.2662,3.6035,221.5024,5.7143,2.7057,8.9035,1.429,17.604,1.9175,15.5295,37.3318,169.7814,22.8862,0.5591,12.6744,6.917,3.7141,7.6404,17.3514,15.6198,6.5383,5.549,0.0,0.0,135.4115,2.6466,3.4359,30.837,10.2278,4.811,3.2684,4.3221,36.5854,45.3527,1.8246,3.3741,7.4851,5.8026,3.3638,3.2147,22.881,588.8176,9.42,112.5373,27.8204,22.7066,0.0,50.366,328.4337,0.0,133.7621,296.8403,328.8961,59.9446,1.679,6.7574,6.4346,0.0,0.0,400.0,2.0166,0.0,9.3913,3.5318,3.8627,6.8541,1.5316,5.6896,17.5662,3.7038
2008-01-09 23:05,-1,2925.34,2184.8889,905.1501,1.3378,203.9564,10.9891,416.8214,194.2392,-6190.0,3046.0,5.0898,67.9111,86.2857,8.5855,50.3174,63.9733,49.6826,362.2627,141.9491,743.1864,135.7418,639.9536,214.0912,2852.0,361.3564,121.1445,14.5072,20.8045,28.8009,714.3855,142.9455,625.4464,1745.0393,9045.3498,762.3597,59.0661,1008.6706,42.2967,116.0,233.8,195.1,0.2247,7.22,7.845,6.025,675.0,2.5,19.26,9.34,31.3149,3.79,21.23,31.456,25.94,5.78,96.41,0.0,3.0549,72.5696,613.7998,80.9286,2.6577,24.835,4.1347,29.5719,85.8785,72.2014,0.0791,2.3862,1.8172,296.9949,6.1287,2.7248,9.0661,1.4043,12.1717,1.7565,29.2313,20.705,234.1669,25.9103,0.8836,8.854,5.3162,7.9922,7.7364,20.6933,16.7956,6.7673,4.9747,841.3002,817.5071,71.389,1.4455,1.9868,5.1274,13.8213,3.4944,4.8725,3.6813,47.8723,54.9436,2.0648,3.6523,6.5798,9.136,2.7921,3.3174,14.6928,718.4181,8.3815,178.8072,27.7824,29.7559,0.0,135.9635,0.0,0.0,0.0,78.3242,337.2325,43.3859,2.3764,4.1586,6.7858,0.0,722.963,0.0,2.2709,0.0,10.6155,4.4995,4.3592,7.1047,1.7798,9.7755,8.3522,2.6201
2008-01-09 23:19,-1,3048.42,2167.9444,861.8041,1.414,198.1909,8.7002,418.7121,188.5666,-6449.75,3056.0,5.1072,68.1889,85.1669,8.3324,50.4421,64.154,49.5579,356.3827,135.9536,731.7082,136.1545,628.4909,111.6845,2847.0,355.1391,116.5327,14.1427,19.4209,24.9563,706.7519,142.6764,614.3482,1881.3592,8601.61,739.9763,58.4855,1010.9003,39.6757,84.0,139.9,124.3,0.2209,6.97,6.627,9.389,636.0,2.8,22.81,10.71,36.019,8.25,22.68,11.626,17.98,5.41,41.814,0.0,4.0393,97.2949,1044.0,106.5253,3.1622,25.037,2.8397,22.7541,43.9405,42.5049,0.0864,2.2662,3.5876,261.683,5.8077,3.0833,10.8669,2.2059,4.1939,1.4366,14.4773,29.1934,363.9425,33.5287,0.8858,9.3532,3.8103,4.5893,4.6175,17.3514,15.6198,6.5383,5.549,915.876,0.0,76.1708,2.2424,2.4905,7.6784,7.1156,3.7671,3.172,4.1062,25.6098,51.5348,2.7241,8.0526,7.8777,11.0801,6.0593,3.6086,10.4097,934.2229,3.5757,127.1325,27.8566,23.8578,0.0,33.7307,284.8756,681.2247,226.087,0.0,0.0,58.0458,2.7282,5.1715,12.1373,759.7122,817.5439,536.9863,2.3568,0.0,14.3958,5.4069,5.8165,7.4952,1.2172,7.1573,61.233,1.8266
2008-01-09 23:24,-1,2998.18,2171.3222,966.5755,0.8066,200.3871,11.2628,418.6294,190.8339,-5989.75,3062.75,7.312,69.0222,85.513,8.7932,50.3159,64.0127,49.6841,350.1727,132.0973,728.7162,146.7009,628.9709,115.4726,2875.0,351.5227,107.2827,20.4645,24.8145,29.1285,699.5877,149.7009,608.5064,1761.5111,8394.84,733.0623,58.2644,1008.6706,42.2967,124.0,82.9,53.9,0.1026,6.59,8.934,10.678,360.0,2.0,16.24,9.0,22.843,6.53,9.63,9.566,13.8,3.91,71.611,0.0,6.4968,128.8668,1497.3003,138.7802,2.8167,24.835,4.1347,30.9143,25.6244,16.2555,0.0389,2.2548,3.2678,195.4011,5.4046,2.7957,6.39,2.1229,3.6563,1.1506,19.2413,46.8103,463.4206,41.8767,0.8267,8.854,5.6618,2.765,2.0604,23.2963,12.7253,6.1491,5.0735,307.6923,0.0,79.3229,2.5507,3.0828,117.0,6.2955,3.5192,2.7626,2.8976,56.25,69.1558,9.1732,1.959,6.8132,5.5324,4.4512,1.5311,8.2842,81.2122,2.4952,67.4337,15.7569,17.1721,0.0,77.6635,0.0,437.9543,0.0,491.8478,379.3581,109.3609,2.1334,7.3157,17.836,0.0,380.1653,350.4762,2.0049,0.0,18.9316,4.8344,4.6025,9.1052,1.7798,9.7755,71.0573,3.567
2008-01-09 23:28,-1,3032.45,2172.4,1148.4101,1.2614,203.8276,12.125,412.2903,195.3092,-6392.75,3082.0,5.169,68.3333,85.2601,8.5779,50.3893,64.1459,49.6107,356.2764,134.1264,738.7932,148.1173,638.52,202.1121,2881.0,356.4127,114.03,17.4191,20.0964,28.2487,710.5445,150.6582,621.1009,1729.1412,8919.15,753.0458,58.1528,1008.6706,42.2967,86.0,106.7,228.3,0.2666,5.3,12.782,8.104,722.0,3.2,18.34,7.46,24.308,6.49,22.32,30.932,28.42,5.32,89.338,0.0,4.3398,93.6949,1905.7998,174.8159,2.6272,24.835,4.1347,23.9386,30.7354,75.0455,0.0814,1.9275,2.8416,332.0281,6.354,2.432,6.9108,2.4873,9.3273,1.7057,25.4621,30.2974,566.8114,51.6257,0.9233,8.854,3.888,3.5186,9.2982,22.3485,21.1352,5.1731,3.1789,650.9636,0.0,105.4185,1.9656,2.2561,4.156,7.3831,3.6407,3.6177,4.6829,29.8893,23.1803,2.5115,2.1513,5.5619,8.8611,4.3817,3.4956,15.3044,0.0,3.1342,163.1542,26.4725,26.2597,0.0,126.3962,770.4765,0.0,0.0,187.7313,533.7931,64.4513,2.812,5.4186,21.3675,555.9846,0.0,943.5897,2.2615,0.0,23.2145,4.5177,4.3529,7.6303,1.7798,9.7755,17.045,2.6869
2008-01-09 23:39,-1,2986.5,2236.0667,1680.1825,1.4834,197.6831,9.5598,410.603,187.1395,-5416.0,2591.5,7.33,68.7333,86.5513,8.8043,50.3197,64.056,49.6803,354.2964,130.4045,724.7419,140.1491,624.85,122.6096,2858.0,355.0009,110.7445,14.062,19.66,22.3647,702.3772,146.6773,612.4227,1784.2011,8303.47,722.202,59.0911,1010.1773,38.5391,74.0,90.1,78.4,0.3646,5.14,6.184,11.759,506.0,2.8,17.13,20.53,20.74,9.63,11.92,37.455,13.67,11.69,87.565,0.0,3.2361,116.1683,843.5005,104.6053,3.0187,34.741,3.8256,20.347,27.0406,26.4303,0.1156,1.4749,3.5695,217.0246,5.2238,5.8544,6.6974,2.5408,9.7477,3.255,30.1424,41.4879,298.7206,35.4861,0.9486,11.4499,3.5746,3.0169,3.1396,14.0613,24.5801,5.2083,2.5382,244.0108,356.5476,64.6874,2.8638,4.0239,571.4286,8.9372,3.6314,1.2142,4.0737,67.6991,82.122,16.4013,4.8371,15.7433,9.6287,6.8713,1.9077,30.5482,0.0,15.7515,97.2124,59.4609,46.4123,0.0,69.0011,0.0,245.2392,571.855,670.6294,302.8681,42.0356,3.2905,6.5109,10.1584,747.4048,905.7627,644.1558,2.5995,0.0,14.4842,5.1085,4.3258,8.9484,1.3313,9.9265,84.7564,3.0496
2008-01-09 23:45,-1,2939.6,2233.1556,1434.9983,1.5188,197.8719,10.3628,406.8315,188.277,-6447.25,2966.75,5.0295,66.2778,85.2601,8.5779,50.3893,64.1459,49.6107,356.0418,140.5264,736.6612,134.9773,631.5455,123.8397,2843.0,352.9536,122.0391,11.6015,18.4873,23.5326,713.1285,146.19,621.1827,1744.9379,8666.5399,720.4036,59.4696,1008.6706,42.2967,98.0,150.2,122.6,0.2158,7.26,6.802,9.251,783.0,2.9,20.93,12.28,34.781,7.98,23.85,23.662,20.69,3.86,73.504,0.0,6.471,59.1705,1683.3003,154.4612,3.2161,24.835,4.1347,22.9337,48.3613,42.5701,0.0704,2.1585,3.0107,347.3071,6.4961,3.1006,10.6519,2.6124,8.0646,1.283,25.7209,21.9815,558.7578,49.5902,0.818,8.854,4.4688,5.1095,4.8246,12.5214,14.2082,7.0718,3.1572,278.0367,0.0,65.6385,2.2739,3.4754,10.2389,16.4479,6.6872,3.0818,4.3755,19.0813,25.4584,2.3528,7.4976,8.7386,8.7184,5.9121,3.7765,19.107,255.1683,3.5876,178.3391,20.8792,23.2317,0.0,113.4545,320.7619,412.6638,0.0,340.7745,0.0,98.8571,2.4885,3.391,19.423,0.0,0.0,0.0,2.2279,0.0,21.4409,5.408,3.9548,6.646,1.7798,9.7755,84.391,2.2987
2008-01-09 23:59,-1,3041.23,2183.5,1099.0027,1.3593,204.7282,9.1652,426.3737,195.0885,-5362.75,2713.5,7.314,66.7556,86.6785,9.0121,50.5767,64.0904,49.4233,364.4855,159.8082,784.2713,136.5618,660.8554,197.8784,2845.0,355.0845,119.8155,34.579,39.9927,70.0879,714.1834,151.3764,626.2764,1805.4202,8885.47,727.6517,59.0341,1010.9003,39.6757,86.0,166.2,180.6,0.1662,7.35,7.001,7.422,527.0,7.0,17.57,7.11,25.245,10.91,24.65,72.058,20.22,8.46,54.736,0.0,4.9834,186.4711,878.6006,127.1123,2.1837,25.037,2.8397,23.8115,61.9274,71.2549,0.0538,2.7493,2.0861,236.4861,5.4082,2.3508,7.3131,4.0037,19.9077,3.1153,16.5788,59.6829,296.5381,38.2475,0.653,9.3532,3.8559,5.4649,7.2593,33.6197,12.2234,7.0392,4.7539,0.0,0.0,76.3869,1.7407,2.3873,20.5461,8.36,5.7085,3.5822,10.486,260.8696,455.7545,14.7944,2.6906,4.4491,9.8317,7.9891,3.73,36.4153,42.3154,5.038,58.4748,21.1538,13.8055,0.0,26.4207,585.4372,0.0,429.7082,531.0345,224.1888,60.0346,2.2167,10.3284,9.8881,613.3333,0.0,0.0,1.5719,0.0,17.4688,3.6991,5.1377,7.5293,1.2172,7.1573,12.6436,3.074
2008-02-09 0:26,-1,3072.21,2214.9333,1663.7024,1.0203,198.1072,8.8626,404.9777,187.5109,-6411.5,3071.75,5.0768,64.1,86.0222,9.2016,50.5239,64.0447,49.4761,364.2873,136.5273,741.7173,140.8455,641.66,241.6322,2907.0,361.5591,116.6127,19.53,19.9145,29.085,712.6323,143.9582,622.13,1845.3986,8967.2999,771.9307,58.8843,1010.1773,38.5391,90.0,219.2,228.2,0.1771,6.22,5.635,11.865,588.0,2.2,16.63,15.79,18.049,9.11,14.87,41.309,16.62,9.49,75.314,0.0,3.7887,100.6088,873.8994,73.7764,1.5826,34.741,3.8256,27.114,67.8906,75.1106,0.0587,1.6772,3.765,259.4306,6.0653,4.8274,5.0693,2.4549,12.8388,3.0124,22.1716,33.5258,301.7122,27.0287,0.4287,11.4499,4.0938,7.1349,8.7412,13.3161,17.36,6.1924,3.928,409.3299,301.3474,63.5815,2.9298,3.6716,7.0175,12.0598,4.3553,2.4622,3.4321,37.931,42.4483,3.7771,6.7563,11.5654,10.9776,6.4681,2.3174,17.0958,0.0,7.0765,85.0998,47.6536,40.5775,0.0,108.6038,468.884,0.0,693.9457,492.9231,647.5309,56.2197,3.0295,5.4519,9.7454,0.0,0.0,0.0,2.3263,0.0,9.5574,2.6876,3.5512,6.8553,1.3313,9.9265,43.8076,2.7602
2008-02-09 0:31,-1,3017.87,2217.8667,1275.0917,1.5487,203.1983,9.5055,419.3469,193.4953,-5936.0,2665.0,7.3498,68.4111,86.6785,9.0121,50.5767,64.0904,49.4233,355.5555,132.6209,729.9045,141.6409,629.8173,232.5502,2848.0,353.8055,116.2709,12.1743,16.35,23.5578,706.3466,149.0009,619.0773,1804.9217,8672.8999,745.5714,56.9856,1010.9003,39.6757,78.0,130.3,115.2,0.3835,5.3,5.912,12.638,389.0,3.4,18.85,11.61,35.566,7.23,21.19,71.588,16.56,4.57,89.863,0.0,2.6714,59.1167,534.3994,70.303,4.4093,25.037,2.8397,23.1547,44.9115,42.3129,0.1155,1.7522,3.8272,166.6753,5.7741,3.0063,10.6621,2.1559,19.4826,1.4294,34.353,19.5296,207.2642,23.5061,1.4481,9.3532,3.6192,4.3176,4.6689,15.4474,24.7664,5.0336,3.4157,0.0,0.0,62.1959,3.0137,3.4757,108.4225,6.3029,3.4491,3.1158,4.97,114.8936,120.0,12.4386,4.4593,8.7543,9.269,5.1045,3.3645,30.7839,125.2055,3.7274,136.0243,27.9511,24.8535,0.0,112.9371,218.5366,398.0215,232.7654,281.5166,189.5772,31.922,2.0475,3.2753,6.1617,265.643,441.0256,0.0,1.5863,0.0,9.4294,7.7376,3.4846,7.0562,1.2172,7.1573,43.8076,2.0215
2008-02-09 0:46,-1,3119.97,2184.8889,905.1501,1.3378,197.0908,9.8886,405.6852,187.8074,-6415.25,3089.25,5.1143,68.5444,86.4541,8.5687,50.2843,64.0072,49.7157,351.4509,125.7391,711.145,138.7782,615.9682,49.1634,2811.0,348.0564,110.8391,9.0415,14.9,20.5007,690.6443,150.0673,608.9627,1745.0393,9051.1101,768.4587,59.2481,1008.6706,42.2967,86.0,217.6,206.6,0.2247,7.22,9.471,6.386,749.0,2.3,21.24,9.34,27.947,6.39,20.22,23.658,13.37,5.72,122.69,0.0,3.9243,72.5696,604.9004,66.3286,2.1503,24.835,4.1347,23.9386,80.6237,80.9224,0.0791,2.3862,2.1621,333.144,6.7454,2.3194,8.5441,1.7355,6.3742,1.6452,34.5245,20.705,233.8994,25.0515,0.5387,8.854,3.888,6.9744,8.7062,20.6933,16.7956,6.7673,4.9747,570.1683,694.7368,95.7766,1.5741,2.9548,8.9477,12.3326,2.8594,5.0643,3.3555,36.7347,52.5184,3.1666,6.4664,7.4281,12.6315,4.6045,3.2826,48.1212,112.1569,2.5404,147.8732,38.3893,23.7358,0.0,182.6043,0.0,0.0,927.2727,190.4,712.0181,56.4015,2.3764,4.1586,6.6832,869.962,933.3333,542.8571,2.6486,0.0,8.6314,3.6293,2.0557,7.6284,1.7798,9.7755,19.4765,2.0667
2008-02-09 1:09,-1,2743.24,2171.3222,966.5755,0.8066,197.9391,10.6315,416.4355,189.1232,-5597.5,2673.5,7.379,69.5222,84.7007,8.7283,49.884,63.9335,50.116,363.4173,131.1545,730.1314,139.7336,634.3054,202.8727,2846.0,359.4755,113.6218,18.4718,17.5327,25.252,704.8794,142.7364,615.8336,1831.0383,8986.2101,772.8801,59.1388,1005.49,34.6672,89.0,215.8,166.9,0.1026,6.59,7.058,19.742,448.0,3.0,18.3,8.12,32.52,3.97,23.34,67.015,24.03,3.98,71.688,0.0,4.9625,161.2686,1332.2998,135.0882,2.5131,19.191,3.6529,26.8857,69.4137,55.2833,0.0389,2.2548,6.6143,194.9709,5.4168,2.1603,9.2151,1.4586,16.9782,1.4336,22.6429,48.9508,481.2847,46.6236,0.7416,6.5206,4.1794,7.8666,6.3835,23.2963,12.7253,6.1491,5.0735,463.1801,0.0,66.3879,4.7407,2.9626,84.9504,2.5497,4.0821,0.7183,4.3152,82.1918,70.199,22.1248,4.3704,6.1912,9.7009,2.8411,3.6796,33.033,161.3117,4.709,130.0906,22.7004,24.3347,0.0,99.333,548.6443,0.0,55.8884,85.664,528.0967,68.569,1.2557,8.8075,14.826,800.0,0.0,669.5652,1.8857,0.0,17.4785,4.2495,3.4194,7.0423,2.0308,10.5371,8.3522,2.5905
2008-02-09 1:10,-1,3068.56,2171.3222,966.5755,0.8066,203.8259,11.7855,411.4437,195.3014,-5280.25,2644.0,7.2515,66.9,85.2505,8.7812,50.3349,64.0886,49.6651,366.8291,147.69,758.1342,134.7145,649.2336,201.3835,2836.0,369.2536,125.0227,11.7536,22.6673,31.016,727.1182,144.6218,638.8982,1739.5951,8427.51,716.0681,58.2302,1018.1556,35.4792,127.0,203.0,164.9,0.1026,6.59,7.196,16.493,407.0,1.6,17.58,9.84,32.14,5.89,19.76,95.152,24.41,3.28,50.77,0.0,5.037,75.0157,462.0,62.8563,3.3354,24.55,2.4614,31.9929,72.3048,53.2141,0.0389,2.2548,4.3551,201.6647,5.6513,2.7486,9.4746,1.9419,30.7429,1.0408,18.2516,24.794,163.6037,19.9419,1.1104,8.7276,5.7953,6.6155,6.9769,23.2963,12.7253,6.1491,5.0735,302.5132,800.0,61.0578,4.0086,2.2797,376.0072,9.8188,5.4719,3.682,2.3916,58.952,34.4701,13.2476,2.1401,6.6626,8.797,4.3722,3.0436,47.2492,122.9721,7.844,207.6812,14.4702,15.7984,0.0,64.5958,573.3388,0.0,82.0234,296.3434,245.9476,65.5457,1.962,4.3123,5.482,0.0,0.0,544.9275,2.0615,0.0,8.778,5.728,3.4705,7.6816,1.5249,6.9376,50.2702,3.0241
2008-02-09 1:10,-1,3022.04,2214.9333,1663.7024,1.0203,198.0752,10.5264,415.4112,187.547,-6347.0,2935.75,5.0977,69.2667,85.4112,8.6005,50.4016,64.0546,49.5984,355.8018,132.6236,728.8042,141.7036,630.1291,235.2084,2847.0,354.9045,116.4236,15.4709,16.2,22.7395,706.0647,143.33,614.6582,1805.1722,8419.82,727.0502,57.3819,1010.1773,38.5391,144.0,83.9,56.6,0.1771,6.22,8.207,11.39,607.0,3.0,19.21,12.22,35.589,7.07,22.81,54.867,21.39,3.97,43.107,0.0,2.946,117.6033,1851.5005,189.9001,1.259,34.741,3.8256,34.7928,29.3509,19.1192,0.0587,1.6772,3.3332,262.8363,5.8848,3.0299,10.5806,2.4208,17.7159,1.223,15.829,33.9099,596.9518,62.1339,0.3965,11.4499,6.5413,2.7763,2.2796,13.3161,17.36,6.1924,3.928,214.1732,304.5088,77.9661,2.7419,3.6872,7.8084,15.4079,4.2005,5.9438,4.3311,36.7347,67.2346,5.3237,6.5255,9.214,10.4448,4.9893,3.6199,23.327,104.4737,5.7484,138.2595,24.5062,15.902,0.0,45.1146,0.0,0.0,0.0,468.2292,0.0,40.7904,3.2208,6.5148,21.9898,0.0,0.0,0.0,3.0047,0.0,26.1193,2.1941,4.9029,8.8989,1.3313,9.9265,46.866,3.3787
2008-02-09 1:36,-1,2954.46,2236.0667,1680.1825,1.4834,197.338,10.3933,415.943,188.7635,-6407.75,3041.75,5.1268,67.2111,84.6051,9.4257,50.3616,64.0387,49.6384,362.3045,141.4709,742.2069,135.7909,639.5664,217.5857,2852.0,362.5773,121.8127,16.4734,19.6582,27.8586,714.3483,140.4582,624.8482,1900.1544,9562.5201,820.3305,58.5825,1008.6706,42.2967,131.0,74.7,102.7,0.3646,5.14,10.488,14.238,390.0,2.8,16.99,9.39,33.768,6.42,21.34,57.61,18.84,6.4,37.363,0.0,5.3129,131.4241,980.5996,102.3348,4.1513,24.835,4.1347,30.0527,23.0693,36.7505,0.1156,1.4749,4.3563,163.3531,5.6284,2.7686,9.6974,1.9297,16.7343,2.0542,14.4875,42.5318,320.7204,32.6823,1.3111,8.854,5.9659,2.5284,4.1927,14.0613,24.5801,5.2083,2.5382,490.6667,254.3834,100.9114,3.4231,4.7519,2.4865,6.5945,2.7336,3.3354,4.166,67.0213,73.6842,2.8458,2.5724,6.6374,9.7252,4.7279,3.3366,26.4769,0.0,10.7285,114.3661,32.5564,30.3496,0.0,57.8514,0.0,234.1758,705.7828,265.8487,409.1681,75.4692,3.1889,6.9165,10.2546,0.0,552.0295,301.2987,2.1807,0.0,12.4748,7.0862,5.2465,9.9653,1.7798,9.7755,19.2616,4.303
2008-02-09 1:50,-1,2978.62,2236.0667,1680.1825,1.4834,199.4284,10.1682,410.9917,189.9193,-6470.25,3009.0,5.1402,66.3889,85.2601,8.5779,50.3893,64.1459,49.6107,353.54,136.0882,737.9075,149.3582,638.9864,184.5403,2888.0,353.1918,116.3182,18.0328,19.77,28.057,709.8505,151.4436,620.9536,1836.552,9349.7899,782.4286,57.1332,1008.6706,42.2967,84.0,131.4,154.9,0.3646,5.14,5.453,8.706,633.0,1.8,17.33,7.63,23.935,3.73,18.26,54.222,13.95,5.64,105.552,0.0,2.9861,182.1221,877.7998,83.8054,2.6412,24.835,4.1347,22.0976,51.5982,54.0915,0.1156,1.4749,2.5816,286.2668,5.9714,2.3238,6.9294,1.2684,17.6136,1.8802,31.313,54.2373,271.2439,23.7748,0.8672,8.854,3.8965,4.4114,6.249,14.0613,24.5801,5.2083,2.5382,0.0,804.7337,53.6281,2.1183,3.0516,9.2506,11.9012,4.0898,2.3151,2.7113,20.6897,47.2303,3.3555,1.7371,5.6067,12.1474,2.4974,2.8577,29.3822,0.0,1.8933,77.3591,28.5281,28.7523,0.0,181.3016,0.0,307.0076,722.4806,344.8145,712.3711,39.0589,2.2255,9.9165,9.3884,567.2241,685.7143,0.0,2.3017,0.0,10.7109,4.6228,2.916,7.272,1.7798,9.7755,11.483,2.417
