,Unnamed: 0,F153,F159,F198,F200,F21,F26,F272,F319,F32,F33,F334,F337,F34,F35,F39,F390,F426,F439,F470,F474,F476,F495,F574,F576
311,311.0,0.0178,779.0,0.222,18.93,-5745.0,1.969,35.3315,9.3868,87.4809,8.6829,0.0557,1.5912,59.7711,79.2786,133.3898,0.9153,1.8366,113.7134,2.0993,21.9815,8.0635,4.6428,3.504,1.8978
312,312.0,0.0217,396.0,0.249,17.56,-6470.0,1.8868,46.0143,9.0224,85.564,9.7484,0.0952,2.6233,50.0781,63.7678,118.244,0.6713,2.2697,44.1679,2.3013,21.7808,14.7358,2.1711,2.403,1.2711
313,313.0,0.0228,1841.0,0.773,17.12,-5324.0,2.0208,18.0744,5.1863,92.072,8.9416,0.2429,3.6513,59.3488,78.254,132.5378,1.2878,2.3801,70.2407,7.5909,47.1286,20.4062,7.9926,2.2672,1.3624
314,314.0,0.0234,608.0,0.18,19.39,-5613.5,1.9855,39.8124,10.6637,83.8879,9.1757,0.0576,2.1368,50.4244,64.3159,118.2554,1.5366,2.448,80.9494,1.6413,13.0793,11.7703,8.0697,3.4163,1.8104
315,315.0,0.0204,486.0,0.278,18.04,-6312.25,1.8965,51.3185,8.5557,85.482,9.3998,0.0768,0.9556,50.4069,64.2033,118.3028,0.6314,2.1254,99.543,2.6166,25.8454,35.0417,7.6535,3.0096,1.5764
316,316.0,0.0044,749.0,0.607,20.2,-5516.75,1.9828,55.3487,9.9311,84.7529,9.0622,0.2208,1.5973,50.4373,64.2906,118.1142,1.2376,0.454,75.7848,5.9833,37.5554,29.4104,4.5898,2.7336,1.4129
317,317.0,0.0232,487.0,0.297,18.28,-5411.25,1.9995,69.853,9.2578,86.3857,8.8513,0.1052,1.6382,50.1431,63.7749,118.0906,0.9182,2.4264,73.2734,2.8767,23.1151,17.964,3.0242,2.1787,1.1763
318,318.0,0.0079,505.0,0.416,14.63,-5194.0,2.005,24.5102,10.7059,92.072,8.9416,0.1309,2.0131,59.3488,78.254,132.5378,1.539,0.8101,90.1629,4.0346,46.0699,18.6758,5.6979,2.3899,1.2376
319,319.0,0.0141,583.0,0.397,16.37,-5742.25,2.0143,68.1269,9.9001,84.8399,8.5266,0.1138,1.3741,50.2925,64.0317,117.918,0.6268,1.4487,83.1971,3.8316,18.4898,8.8421,4.4305,2.1787,1.1763
320,320.0,0.0103,515.0,0.263,13.93,-6253.5,1.8887,42.6155,9.5783,84.3575,8.531,0.0715,1.2465,50.4338,64.2467,117.9108,0.6653,1.053,60.5357,2.5076,26.7459,22.8856,4.6431,99.8394,57.6677
321,321.0,0.0193,1359.0,0.919,14.05,-5387.5,1.9928,27.3247,4.8072,85.564,9.7484,0.2815,3.3783,50.0781,63.7678,118.244,0.7038,2.0131,72.8065,9.1025,48.8546,9.6257,4.961,91.9336,90.4235
322,322.0,0.0213,340.0,0.417,16.73,-5394.75,2.043,69.5191,9.2387,92.072,8.9416,0.1135,1.6461,59.3488,78.254,132.5378,1.2376,2.2218,88.172,4.1254,23.7684,30.5192,6.6882,3.699,2.1132
323,323.0,0.0058,681.0,0.519,18.54,-5033.0,1.98,58.5259,5.1674,85.1817,8.6211,0.1572,2.1187,50.2667,63.9846,118.4106,0.625,0.5952,59.8465,4.8865,27.8029,15.2723,8.7495,3.578,1.9425
324,324.0,0.0196,250.0,0.276,15.03,-6404.5,1.889,43.9394,10.3833,84.87,9.4832,0.0735,1.3582,50.381,64.23,118.205,1.6008,2.0412,58.4416,2.6043,43.7574,39.2956,5.4464,3.6355,1.9287
325,325.0,0.0176,1038.0,0.585,20.0,-5407.75,1.9992,53.6287,9.2771,85.5528,8.9546,0.1668,2.6434,50.458,64.1864,118.6376,0.711,1.8176,31.3953,5.6217,51.3105,48.0854,3.0915,3.1079,1.6137
326,326.0,0.0168,588.0,0.302,17.75,-6390.0,1.8872,38.4425,9.4814,84.3575,8.531,0.0833,1.6169,50.4338,64.2467,117.9108,0.8041,1.7394,38.7454,2.9024,20.4065,20.7864,9.3907,3.285,1.741
327,327.0,0.0198,327.0,0.26,8.77,-6383.75,1.8925,22.9517,9.1487,85.6608,9.5713,0.0827,1.6847,50.3999,64.1016,118.0156,1.2161,2.0544,29.3854,2.5156,40.238,25.5496,5.2631,3.9933,2.0471
328,328.0,0.0058,916.0,0.247,15.91,-6280.75,1.8598,42.7769,9.7086,85.2626,8.4092,0.0783,1.4342,50.4562,64.2111,118.4666,1.0947,0.6011,71.5976,2.3773,18.7335,6.4236,9.8844,3.0908,1.6664
329,329.0,0.0078,1992.0,1.017,12.91,-5624.25,2.003,43.6687,10.8019,85.2764,8.7219,0.2561,1.3172,50.1373,63.8842,118.534,0.8891,0.7974,78.8187,9.9432,21.8458,22.651,4.1528,2.3938,1.3438
330,330.0,0.0215,663.0,0.115,18.93,-6266.25,1.8815,27.2523,10.6399,85.1817,8.6211,0.0361,1.5478,50.2667,63.9846,118.4106,0.9,2.2394,40.3226,1.1061,32.5983,19.2638,7.0622,4.0334,2.3845
331,331.0,0.006,341.0,0.434,22.2,-5469.5,1.9905,50.4392,9.3587,84.8399,8.5266,0.121,1.9982,50.2925,64.0317,117.918,0.9897,0.6104,101.9729,4.1956,40.4093,8.6938,4.5365,2.3023,1.2656
332,332.0,0.0189,455.0,0.153,10.52,-6308.75,1.881,43.5616,8.9081,85.1712,8.5405,0.0436,1.907,50.2488,64.1314,118.4904,1.255,1.9645,44.3326,1.3945,19.0855,21.8166,3.1329,3.1526,1.7377
333,333.0,0.0045,542.0,0.264,17.44,-6395.5,1.895,43.2167,9.4115,86.4863,8.828,0.0791,1.7047,50.2667,63.9349,118.039,0.6298,0.4635,51.9129,2.4929,35.8549,15.9791,6.3395,3.5111,1.9228
334,334.0,0.0054,510.0,0.3,17.17,-6326.25,1.8962,34.8134,9.0052,84.3575,8.531,0.0857,1.9277,50.4338,64.2467,117.9108,1.5891,0.547,40.1432,2.9002,30.2437,13.8145,4.6431,3.2613,1.6791
335,335.0,0.0218,241.0,0.114,15.45,-6439.0,1.8685,30.3468,10.6012,84.7297,8.5177,0.0453,2.3899,50.4695,64.1615,118.2112,0.6839,2.2773,56.6547,1.0365,21.6308,16.6973,5.8279,112.5998,57.5986
336,336.0,0.0229,1066.7798267655808,0.161,20.29,-5641.215339924863,1.9000155736980116,67.9444,9.4097,86.106,8.7879,0.0433,3.5775,49.9276,63.9266,117.7078,0.8443,2.3928,63.791074461885664,1.4477,21.2374,13.4498,7.3007,2.9466,1.5773
337,337.0,0.0066,363.0,0.268,12.93,-6316.5,1.907,33.47,9.6563,86.8866,8.8505,0.0791,2.0973,50.4036,64.0557,118.808,1.289,0.6813,45.941,2.5758,36.1176,35.9214,7.2644,1.7884,0.9188
338,338.0,0.0082,660.0,0.178,19.73,-6214.5,1.8953,60.0293,9.1489,86.8866,8.8505,0.06,1.635,50.4036,64.0557,118.808,0.7744,0.8476,77.5658,1.6594,22.5086,12.0191,5.1579,2.7953,1.5347
339,339.0,0.0089,767.0,0.262,15.6,-6330.0,1.8962,30.4861,8.8338,86.8866,8.8505,0.0774,1.0915,50.4036,64.0557,118.808,0.8409,0.9192,38.766,2.5,30.6968,36.4926,7.2644,2.8977,1.587
340,340.0,0.0217,454.0,0.182,10.53,-6224.75,1.898,34.5822,8.7063,85.2626,8.4092,0.0539,2.205,50.4562,64.2111,118.4666,1.0329,2.2649,51.4128,1.7514,30.8785,7.967,6.7049,3.1242,1.614
341,341.0,0.0087,940.0,0.304,20.16,-5504.25,2.011,24.7452,9.0318,84.9798,8.3754,0.0935,1.4007,50.2413,63.8874,118.0962,1.2325,0.896,114.856,2.8052,25.1984,11.3577,4.8573,4.1417,3.3984
342,342.0,0.0054,397.0,0.421,20.84,-6420.25,1.8688,47.9639,9.4013,84.742,9.2291,0.1207,2.2228,50.4582,64.3409,118.0744,0.7557,0.5565,77.259,4.0,28.4311,11.5001,8.4974,2.7259,1.4721
343,343.0,0.0057,491.0,0.354,19.56,-5300.5,1.998,49.1158,9.8524,84.8399,8.5266,0.0872,1.5218,50.2925,64.0317,117.918,0.686,0.5812,58.1955,3.3866,25.2451,11.8747,6.3689,3.1242,1.614
344,344.0,0.0216,2198.0,0.53,19.9,-6124.75,2.009,69.5795,5.0748,85.3625,8.5952,0.1618,3.0607,50.3491,64.0145,118.227,0.7941,2.2587,45.6338,5.1208,25.4732,37.4547,5.953,3.3998,1.9655
345,345.0,0.0201,480.0,0.772,27.45,-5558.25,1.9945,64.5049,10.3879,85.1669,8.3324,0.2264,3.5849,50.4421,64.154,118.4616,0.9587,2.0904,40.3566,7.7536,42.975,10.952,5.1715,3.4023,2.0053
346,346.0,0.0075,3388.0,0.552,18.19,-5750.5,1.8967,27.6462,10.877,85.2764,8.7219,0.1556,1.7214,50.1373,63.8842,118.534,0.7236,0.7741,56.8754,5.341,25.7183,32.4383,2.9871,3.6489,1.9901
347,347.0,0.0191,668.0,0.299,22.29,-5307.75,1.9943,53.3647,9.5189,85.0856,8.6324,0.0811,0.75,50.0906,64.1658,117.802,0.9281,1.9957,77.8409,2.8233,27.3264,22.6702,4.7924,51.7939,42.3739
348,348.0,0.0226,376.0,0.533,17.68,-6367.0,1.9023,61.8735,5.5484,84.742,9.2291,0.1971,3.5031,50.4582,64.3409,118.0744,0.9338,2.3536,76.2922,5.2403,48.4643,15.7562,9.2683,3.3391,1.8749
349,349.0,0.0189,691.0,0.314,20.79,-5433.0,1.9888,22.5561,10.3026,84.7228,9.5689,0.0956,1.6523,50.4579,64.0806,117.4208,0.9507,1.9706,92.1452,3.0056,26.5119,10.5213,9.8844,81.6568,53.5949
350,350.0,0.0178,698.0,0.749,20.32,-5635.0,2.0017,55.6624,9.7588,86.3857,8.8513,0.2425,1.8492,50.1431,63.7749,118.0906,0.8806,1.8384,59.4295,7.5007,29.859,18.4703,5.7796,2.9018,1.6825
351,351.0,0.0079,672.0,0.289,21.17,-5222.5,2.0017,13.1632,9.1262,85.564,9.7484,0.0936,1.3223,50.0781,63.7678,118.244,1.0183,0.8075,76.9363,2.6837,16.0051,38.0473,8.5593,4.001,2.1791
352,352.0,0.0182,195.0,0.26,19.42,-6310.5,1.9007,64.7942,9.3553,86.3857,8.8513,0.0763,1.9063,50.1431,63.7749,118.0906,0.7141,1.8924,47.1591,2.4796,33.772,9.2405,8.5713,3.3165,1.7457
353,353.0,0.0068,303.0,0.282,14.88,-6378.5,1.9005,38.3496,9.1325,84.742,9.2291,0.1013,1.3055,50.4582,64.3409,118.0744,0.6621,0.7009,35.9043,2.7666,23.5742,13.7185,2.8831,3.1242,1.614
354,354.0,0.021,582.0,0.38,19.29,-6401.25,1.889,24.3016,9.0472,84.87,9.4832,0.112,2.0248,50.381,64.23,118.205,1.5293,2.1857,63.5714,3.6264,23.051,15.3553,9.7846,2.5085,1.4091
355,355.0,0.0157,646.0,0.505,19.43,-5307.5,2.04,37.3422,5.4334,84.7872,9.0859,0.1582,4.3043,50.4255,64.2991,118.0526,1.2212,1.6172,54.9689,4.9078,62.6964,32.977,6.3689,2.691,1.3981
356,356.0,0.0188,935.0,0.24,19.76,-5436.0,2.0187,50.7446,11.4232,86.0209,9.2328,0.0673,1.6488,50.3586,63.7799,117.7358,0.9152,1.9569,54.4484,2.1746,13.3502,16.4301,7.1303,2.3928,1.34
357,357.0,0.0191,360.0,0.497,18.86,-5487.75,2.015,47.9912,10.4251,86.0209,9.2328,0.1359,1.176,50.3586,63.7799,117.7358,1.2428,1.9923,31.0609,4.7221,8.8547,15.0027,9.2785,2.9018,1.6825
358,358.0,0.0165,473.0,0.243,22.49,-6374.75,1.8753,52.4404,10.7666,84.7297,8.5177,0.0648,1.2864,50.4695,64.1615,118.2112,1.5319,1.697,43.9024,2.2304,14.6867,16.3819,6.2682,110.9809,56.8478
359,359.0,0.0055,406.0,0.203,11.12,-6363.0,1.8873,38.2011,9.2772,85.2626,8.4092,0.0721,2.0553,50.4562,64.2111,118.4666,0.9598,0.5671,50.3307,1.9699,36.0967,14.7696,9.2683,3.0118,1.5111
360,360.0,0.0215,1544.0,1.055,12.08,-5227.0,1.977,71.1953,10.2465,84.7529,9.0622,0.4166,1.7109,50.4373,64.2906,118.1142,1.0219,2.242,96.0796,10.8132,22.6005,44.6391,4.9684,2.691,1.3981
361,361.0,0.0049,179.0,0.278,17.5,-6457.75,1.9047,53.2579,8.7817,84.742,9.2291,0.0954,2.3163,50.4582,64.3409,118.0744,0.7215,0.499,62.7586,2.682,26.7951,30.5363,5.3406,2.7049,1.542
362,362.0,0.0159,1048.0,0.195,18.57,-5775.0,1.9938,32.025,9.476,87.4809,8.6829,0.0533,2.0792,59.7711,79.2786,133.3898,0.7167,1.6422,151.7162,1.7912,14.4599,13.8955,5.5598,3.6888,1.9582
363,363.0,0.0111,546.0,0.223,19.23,-6295.75,1.898,65.6834,8.8037,86.8866,8.8505,0.0621,1.9247,50.4036,64.0557,118.808,0.8094,1.1364,40.1786,2.1081,33.4551,13.7341,9.0531,3.3165,1.7457
364,364.0,0.0057,675.0,1.084,21.17,-5319.25,2.0097,44.3615,4.3717,85.3625,8.5952,0.3123,3.069,50.3491,64.0145,118.227,1.0178,0.5794,133.1472,10.6876,38.387,11.6927,8.8045,3.0937,1.6011
365,365.0,0.0135,745.0,0.321,16.29,-5415.0,2.0065,45.5764,10.8728,84.5743,9.396,0.0924,1.1053,50.3131,63.9428,117.5134,1.5183,1.3887,123.3459,3.0742,24.4313,14.8925,5.2571,2.4837,1.2816
366,366.0,0.0061,935.0,0.298,19.27,-5467.5,1.9903,37.1481,9.7285,84.8399,8.5266,0.0919,2.3781,50.2925,64.0317,117.918,0.7055,0.6189,47.069,2.8375,46.8153,11.7133,5.9749,3.3391,1.8749
367,367.0,0.0187,498.0,0.341,19.65,-6261.75,1.8723,64.792,10.1162,83.9167,9.4043,0.0897,4.8989,50.4181,64.4134,118.1592,1.5417,1.9395,44.5545,3.2145,24.599,10.8637,6.9554,2.7049,1.542
368,368.0,0.0158,294.0,0.26,16.3,-6393.5,1.8758,54.6892,8.86,85.482,9.3998,0.0713,1.4384,50.4069,64.2033,118.3028,0.9914,1.6318,52.6246,2.4354,42.1135,21.1349,5.2164,4.1489,2.264
369,369.0,0.018,779.0,0.329,15.0,-5493.0,1.9962,43.9927,9.4201,84.8399,8.5266,0.0911,2.4046,50.2925,64.0317,117.918,0.7263,1.863,48.8755,3.1531,32.0933,8.9628,7.7428,2.3023,1.2656
370,370.0,0.0186,475.0,0.424,15.26,-6270.5,1.8855,24.6078,10.4891,85.2626,8.4092,0.1172,2.114,50.4562,64.2111,118.4666,1.3058,1.9299,62.2912,4.0746,25.1526,18.3963,9.2683,2.7336,1.4129
371,371.0,0.0696,683.0,0.308,17.29,-6362.25,1.8798,41.3023,10.42,86.3239,9.5642,0.0933,2.6167,50.3645,63.9038,117.5064,1.02,7.3407,26.9045,2.9563,32.4215,23.5319,5.2824,3.1819,1.7497
372,372.0,0.0057,157.0,0.469,19.44,-6408.75,1.8923,35.0525,9.5051,86.931,8.8384,0.1389,0.9058,50.3353,64.0776,118.7636,1.053,0.587,28.8274,4.4878,18.4045,13.0047,7.6338,3.0147,1.7988
373,373.0,0.016,225.0,0.164,17.84,-5120.0,1.9497,36.5983,8.999,85.4465,9.1855,0.0516,1.3561,50.4666,63.7996,118.579,0.8427,1.6453,84.4371,1.5443,28.746,11.0357,6.5915,81.6568,53.5949
374,374.0,0.0047,436.0,0.858,17.45,-6453.75,1.8745,36.0673,5.0498,84.5551,9.9964,0.2973,2.9507,50.4757,64.3827,118.022,1.1911,0.4832,42.5295,8.6718,44.544,15.2637,3.8603,3.3391,1.8749
375,375.0,0.0053,365.0,0.094,15.24,-6402.75,1.8855,17.4445,8.8235,85.1712,8.5405,0.0362,3.0355,50.2488,64.1314,118.4904,1.1411,0.5426,28.8616,0.8687,20.8526,13.7921,5.6979,2.9316,1.4815
376,376.0,0.0047,638.0,0.229,14.07,-6279.5,1.8885,45.5199,8.7801,86.8866,8.8505,0.0766,1.8683,50.4036,64.0557,118.808,0.9974,0.4833,37.623,2.1517,19.4632,11.6344,5.964,2.5967,1.3955
377,377.0,0.0061,683.0,0.477,29.19,-5435.5,2.001,54.3778,10.231,84.4995,9.0695,0.1452,1.7147,50.2895,64.2187,124.6244,1.2525,0.627,73.1893,4.6388,35.2174,65.9965,7.3679,2.7336,1.4129
378,378.0,0.0138,463.0,0.445,21.78,-6253.5,1.8932,40.7951,8.4751,85.2626,8.4092,0.1381,3.6828,50.4562,64.2111,118.4666,0.8973,1.416,44.1401,4.2517,56.0351,15.1558,6.0596,3.1585,1.6461
379,379.0,0.0131,267.0,0.372,19.16,-5593.75,2.0122,74.1328,9.5902,84.533,8.872,0.1085,2.0492,50.3074,64.1215,118.0124,0.9011,1.3533,37.1041,3.4848,23.9198,14.9395,6.653,2.2036,1.2178
380,380.0,0.0156,625.0,0.532,14.73,-5384.75,1.9805,55.7685,4.9486,83.8879,9.1757,0.1449,3.4798,50.4244,64.3159,118.2554,0.713,1.6165,107.5513,5.0829,46.6942,35.5485,9.8684,2.4919,1.4227
381,381.0,0.0187,1827.0,0.39,10.85,-6915.0,1.8777,64.1973,4.8745,85.4451,8.5788,0.1225,3.191,50.2484,63.9261,118.3794,0.6593,1.9412,36.918,3.8003,56.0015,23.627,7.5992,2.3003,1.4369
382,382.0,0.0052,1463.0,0.207,15.96,-5468.0,2.0118,38.54,9.238,85.5573,8.6915,0.0585,2.1096,50.465,64.1145,118.8908,1.0134,0.5344,54.648,1.9546,30.2327,46.8076,6.8313,3.0031,1.627
383,383.0,0.017,209.0,0.29,15.57,-6391.5,1.8932,53.4853,8.9882,85.6608,9.5713,0.0981,1.49,50.3999,64.1016,118.0156,0.7915,1.7597,62.0936,2.7807,22.2023,7.1079,7.1926,136.0771,84.9156
384,384.0,0.0226,1368.0,0.308,14.79,-5047.75,1.9925,36.0618,11.1333,92.072,8.9416,0.0942,2.4025,59.3488,78.254,132.5378,1.2471,2.3637,141.9903,2.926,37.546,19.4568,8.8045,3.849,2.0259
385,385.0,0.0398,318.0,1.032,21.57,-5448.0,1.9965,54.0144,5.3969,85.5361,8.536,0.3312,2.798,50.3421,63.9167,118.4394,0.921,4.1746,51.9062,10.2879,39.2892,14.6182,7.1554,3.2524,1.8193
386,386.0,0.0109,1352.0,0.227,14.88,-5046.25,1.9867,49.4493,9.4989,92.072,8.9416,0.0758,1.6073,59.3488,78.254,132.5378,1.2398,1.12,138.3876,2.1407,26.7092,11.1222,8.8045,3.4272,2.0111
387,387.0,0.018,3492.0,0.222,9.11,-4778.5,1.9885,72.2086,4.6577,83.9167,9.4043,0.0619,2.5429,50.4181,64.4134,118.1592,0.7673,1.8688,69.6947,2.0565,17.3344,18.6827,5.2527,2.3152,1.4418
388,388.0,0.0197,1018.0,0.434,15.9,-6408.25,1.8908,26.6055,10.8356,85.3625,8.5952,0.1198,1.8838,50.3491,64.0145,118.227,1.3542,2.051,60.2403,4.161,23.7414,9.8746,7.5992,3.1416,1.5898
389,389.0,0.0062,1735.0,1.02,20.57,-5631.75,2.0112,26.4713,6.0541,83.9167,9.4043,0.3355,1.7804,50.4181,64.4134,118.1592,0.9279,0.636,64.5933,10.0185,21.1336,15.5485,8.4676,3.364,1.7273
390,390.0,0.0077,2016.0,0.345,13.71,-6894.25,1.8998,63.0484,8.8845,85.5983,8.5232,0.1201,3.2855,50.4559,64.0577,118.5342,0.9206,0.7916,27.7007,3.3575,51.8905,15.3042,9.6762,2.9893,1.5654
391,391.0,0.0141,1919.0,0.294,23.2,-6203.25,2.0083,68.0052,10.076,86.4465,8.6527,0.0775,2.3925,50.215,63.9211,118.102,0.7959,1.4515,80.0204,2.7468,16.877,13.1504,7.4208,2.6763,1.3973
392,392.0,0.0161,237.0,0.573,20.83,-4929.5,1.9483,31.323,11.1439,85.4465,9.1855,0.1564,2.0308,50.4666,63.7996,118.579,0.6425,1.662,80.64,5.5031,18.391,25.0945,5.3406,3.7087,1.9636
393,393.0,0.014,244.0,0.207,15.61,-6250.25,1.9108,47.3489,8.8415,85.5455,9.2655,0.0652,1.603,50.3358,63.8677,117.4194,0.7707,1.4441,30.5496,1.9071,30.884,6.3566,7.1023,61.4165,44.7825
394,394.0,0.0187,158.0,0.48,24.29,-6382.0,1.8867,47.2639,9.3598,86.4863,8.828,0.1615,2.3858,50.2667,63.9349,118.039,0.9235,1.934,47.5298,4.6039,36.6088,17.2182,6.1597,3.5665,1.9479
395,395.0,0.0061,795.0,0.519,17.02,-5226.5,2.0223,70.473,5.726,85.5361,8.536,0.1991,3.7851,50.3421,63.9167,118.4394,0.7481,0.6269,81.2321,4.992,49.7623,10.7344,4.7424,3.5314,1.8119
396,396.0,0.0121,358.0,0.29,19.83,-6411.75,1.8767,37.529,9.2864,84.5551,9.9964,0.0816,1.6502,50.4757,64.3827,118.022,0.7174,1.2486,27.6626,2.7126,16.1315,15.8701,5.394,3.3165,1.7457
397,397.0,0.005,806.0,0.412,15.71,-5453.5,2.0213,21.1939,9.4832,85.3825,9.7324,0.1246,1.7993,50.3716,64.2442,118.0668,0.6327,0.5063,90.168,3.8868,18.0148,23.3677,3.2295,2.2968,1.4674
398,398.0,0.0177,667.0,0.488,17.16,-6487.25,1.8855,47.8976,9.9969,83.9167,9.4043,0.1342,1.4061,50.4181,64.4134,118.1592,1.2507,1.8404,48.959,4.6309,19.1242,8.257,8.7495,2.6942,1.5742
399,399.0,0.0066,365.0,0.252,10.74,-6465.0,1.8933,16.369,8.4149,84.0746,9.3335,0.0698,1.2974,50.4357,64.3729,118.0092,0.9565,0.6777,53.7415,2.3929,33.3005,13.5791,9.6292,3.0029,1.5901
400,400.0,0.006,577.0,0.307,19.2,-5220.25,2.0088,58.421,9.1395,84.9715,8.6013,0.0947,1.1592,50.3243,64.0262,118.2548,0.7377,0.6183,79.4118,2.9161,22.1153,9.7424,8.2562,2.5493,1.4036
401,401.0,0.0051,379.0,0.348,22.54,-6400.25,1.898,45.5362,9.3846,85.5983,8.5232,0.1037,1.4932,50.4559,64.0577,118.5342,1.1125,0.5176,35.0,3.3251,37.9388,39.3867,3.2231,3.2619,1.7512
402,402.0,0.0056,456.0,0.357,20.17,-5566.75,2.006,41.2405,9.4701,84.7529,9.0622,0.1213,1.5342,50.4373,64.2906,118.1142,0.9701,0.5748,67.0662,3.4697,23.3548,30.8985,4.9637,2.7336,1.4129
403,403.0,0.0048,200.0,0.356,13.18,-5655.25,1.9845,40.6157,8.6033,85.5983,8.5232,0.115,1.5595,50.4559,64.0577,118.5342,0.9419,0.4907,93.8976,3.4144,25.8792,28.6856,8.9686,2.6886,1.4324
404,404.0,0.006,328.0,0.222,17.14,-6501.5,1.8662,41.1153,10.3572,84.7297,8.5177,0.0809,2.1641,50.4695,64.1615,118.2112,1.3109,0.6136,45.1327,2.1311,34.5422,7.7197,6.6487,3.0585,1.6629
405,405.0,0.0091,248.0,0.921,16.25,-5583.25,2.001,45.0507,9.6135,86.0209,9.2328,0.2748,2.3736,50.3586,63.7799,117.7358,0.6977,0.9256,37.2802,9.3434,28.3784,41.9454,5.9749,2.7336,1.4129
406,406.0,0.0145,789.0,0.471,23.96,-5633.25,2.008,44.287,9.2144,84.9715,8.6013,0.1515,3.4743,50.3243,64.0262,118.2548,0.6847,1.4978,67.3117,4.3938,42.7445,7.2705,7.3532,2.5383,1.5567
407,407.0,0.0098,288.0,0.352,17.97,-6572.75,1.882,35.0263,10.9374,84.5743,9.396,0.108,1.3714,50.3131,63.9428,117.5134,0.8152,1.0161,58.526,3.3464,17.8406,10.3101,4.2482,2.4837,1.2816
408,408.0,0.0057,324.0,0.942,18.35,-6271.0,1.9018,19.2768,4.9397,85.1712,8.5405,0.3025,2.6131,50.2488,64.1314,118.4904,1.025,0.5832,40.7385,9.3245,41.0679,42.2854,2.7682,2.0911,1.1612
409,409.0,0.0052,431.0,0.376,22.14,-6259.5,1.896,51.7874,8.2932,86.3857,8.8513,0.125,2.4632,50.1431,63.7749,118.0906,1.2564,0.5311,62.7404,3.5742,33.98,18.2926,8.6518,3.4139,1.8451
410,410.0,0.0194,344.0,0.288,20.8,-6418.25,1.85,41.0165,10.3183,86.106,8.7879,0.0994,2.0553,49.9276,63.9266,117.7078,0.6661,2.0182,43.6795,2.7964,38.3689,18.1478,107.6926,3.5141,1.9536
411,411.0,0.0051,674.0,0.128,20.79,-5487.25,2.0015,28.6884,8.7938,85.5573,8.6915,0.0456,0.999,50.465,64.1145,118.8908,0.979,0.5238,76.3819,1.1975,38.4662,7.1441,6.1887,3.2468,1.7766
412,412.0,0.0108,298.0,0.273,19.04,-6282.5,1.888,13.2561,9.9524,85.1712,8.5405,0.0793,1.7837,50.2488,64.1314,118.4904,0.7414,1.1136,46.0465,2.58,24.4157,29.3085,4.1176,3.9678,2.1067
413,413.0,0.0119,821.0,0.209,15.22,-5595.75,1.9627,65.0872,9.8113,85.5361,8.536,0.0625,1.8189,50.3421,63.9167,118.4394,0.7503,1.2252,65.2045,1.9868,27.6349,19.6591,4.7424,2.5273,1.4765
414,414.0,0.0101,250.0,1.262,18.42,-5349.75,2.0025,22.4369,11.6339,85.5265,8.659,0.3414,1.8445,50.4068,64.061,118.9532,1.0694,1.0352,125.2262,12.2791,26.5847,48.4093,10.189,3.1343,1.6362
415,415.0,0.0049,446.0,0.305,18.7,-5679.0,2.022,15.7909,8.7948,85.5573,8.6915,0.095,1.2565,50.465,64.1145,118.8908,0.9727,0.5052,31.4452,2.9075,45.6256,79.3758,8.4789,3.8083,2.0239
416,416.0,0.0141,413.0,0.251,15.9,-6449.25,1.8815,13.172,8.6089,86.0209,9.2328,0.0741,1.7222,50.3586,63.7799,117.7358,1.2533,1.4611,37.7863,2.3922,24.8691,14.8026,7.2563,2.595,1.447
417,417.0,0.0225,953.0,0.428,24.67,-5469.75,1.974,71.0775,9.8218,85.5983,8.5232,0.1226,1.1538,50.4559,64.0577,118.5342,0.8884,2.3473,90.566,4.0673,25.1472,39.3925,4.5781,2.5563,1.465
418,418.0,0.0089,721.0,0.418,21.59,-5532.25,1.9812,25.8673,10.0347,84.2999,8.6439,0.1234,1.3531,50.5795,64.4484,119.0822,1.0769,0.9138,101.487,3.9587,14.5663,5.5333,6.6003,2.9698,1.6097
419,419.0,0.0088,271.0,0.982,15.4,-6554.75,1.8817,65.1093,11.5645,85.8823,8.7851,0.2834,1.4964,50.1652,63.8402,118.92,0.5369,0.9007,34.4726,9.7843,34.9571,53.2762,4.7502,3.3294,1.71
420,420.0,0.0142,490.0,0.437,29.22,-6489.25,1.8862,49.5202,11.3756,84.5743,9.396,0.1202,1.6174,50.3131,63.9428,117.5134,0.8355,1.4777,64.4611,4.1646,30.8174,22.4824,8.2939,2.9163,1.6105
421,421.0,0.0145,472.0,0.986,19.33,-5563.5,1.9992,15.1335,10.8264,86.1197,9.043,0.2523,2.5246,50.36,63.8744,117.6784,1.243,1.4959,97.5322,9.7473,13.8324,26.1411,6.2682,2.5268,1.3826
422,422.0,0.0155,352.0,0.281,19.38,-6506.75,1.8887,13.0071,11.0891,85.8823,8.7851,0.0844,1.2754,50.1652,63.8402,118.92,1.035,1.6145,51.7487,2.7347,35.3669,57.5692,4.8092,2.8553,1.4711
423,423.0,0.0125,731.0,0.531,19.63,-5142.25,1.9792,57.6295,10.7662,83.8879,9.1757,0.1339,1.09,50.4244,64.3159,118.2554,1.2677,1.2893,58.0645,4.9258,16.8203,29.962,5.6979,2.1771,1.1219
424,424.0,0.0148,470.0,0.349,17.81,-5282.75,1.9572,45.3903,10.0673,85.4465,9.1855,0.0968,1.8397,50.4666,63.7996,118.579,1.226,1.5308,128.0576,3.23,14.9316,14.7744,8.5713,2.3928,1.34
