,Unnamed: 0,F152,F16,F185,F187,F206,F209,F252,F287,F321,F342,F347,F390,F425,F457,F459,F46,F478,F524,F574,F576,F577,F74
316,316.0,0.4084,9.9824,8.12,17.1,0.0,0.0,3.5672,0.1566,2.3126,0.0,0.0,1.2376,4.091,5.5994,2.6799,733.8695,0.0,6.0445,2.7336,1.4129,18.5733,0.0
317,317.0,0.3676,10.1841,9.62,20.01,0.0,0.0,2.7536,0.111,2.4747,0.0,0.0,0.9182,3.6098,7.2194,3.2358,720.2223,0.0,4.7708,2.1787,1.1763,15.6663,0.0
318,318.0,1.0274,10.9594,10.23,24.04,0.0,0.0,5.046,0.2854,3.3025,0.0,0.0,1.539,9.3742,7.3995,3.7992,730.4641,0.0,8.6384,2.3899,1.2376,12.5306,0.0
319,319.0,0.401,10.4318,7.32,22.34,0.0,0.0,2.2137,0.1188,2.1844,0.0,0.0,0.6268,3.8445,5.4009,3.6043,720.3876,0.0,3.77,2.1787,1.1763,15.6663,0.0
320,320.0,0.6897,10.7265,5.06,18.99,0.0,0.0,2.4925,0.1965,1.454,0.0,0.0,0.6653,6.43,3.5384,3.0466,717.782,0.0,4.2776,99.8394,57.6677,29.8367,0.0
321,321.0,0.8938,9.9765,5.51,12.72,0.0,0.0,2.6972,0.2394,2.1985,0.0,0.0,0.7038,8.9591,4.0137,1.9784,745.0674,0.0,4.5976,91.9336,90.4235,22.304,0.0
322,322.0,0.6429,10.347,7.51,18.43,0.0,0.0,3.6415,0.1903,2.0787,0.0,0.0,1.2376,6.2134,5.3641,2.9435,724.5173,0.0,6.0794,3.699,2.1132,11.1236,0.0
323,323.0,0.9088,10.2695,12.24,7.57,0.0,0.0,2.2659,0.2488,3.6406,0.0,0.0,0.625,8.8494,8.8848,1.1865,742.8003,0.0,4.1301,3.578,1.9425,21.4982,0.0
324,324.0,0.7766,10.0418,9.3,19.51,0.0,0.0,4.9464,0.2092,2.5406,0.0,0.0,1.6008,7.7337,6.3261,3.1533,707.7568,0.0,8.4334,3.6355,1.9287,15.35,0.0
325,325.0,0.7811,10.5027,8.12,16.2,0.0,0.0,2.4925,0.2278,2.1418,0.0,0.0,0.711,7.4375,5.8003,2.5882,724.2239,0.0,4.2384,3.1079,1.6137,13.5931,0.0
326,326.0,0.2949,9.6599,9.58,18.46,0.0,0.0,2.7678,0.1,3.1288,0.0,0.0,0.8041,3.0529,6.7669,2.9238,730.7454,0.0,4.7356,3.285,1.741,12.1012,0.0
327,327.0,0.8315,10.2399,9.1,19.0,0.0,0.0,3.6717,0.2272,3.1734,0.0,0.0,1.2161,8.12,6.6388,3.0713,717.304,0.0,6.2135,3.9933,2.0471,12.4884,0.0
328,328.0,3.7461,8.876,8.89,30.11,0.0,0.0,4.1118,1.3003,3.0684,0.0,0.0,1.0947,42.2047,6.5331,4.8559,720.1285,0.0,7.0439,3.0908,1.6664,17.177,0.0
329,329.0,0.6715,9.2068,7.67,23.1,0.0,0.0,3.41,0.2018,2.7813,0.0,0.0,0.8891,7.2934,5.4401,3.6489,734.1916,0.0,5.8989,2.3938,1.3438,13.4813,0.0
330,330.0,0.9891,9.889,6.54,25.05,0.0,0.0,3.3615,0.2651,2.1732,0.0,0.0,0.9,10.0015,4.4554,3.8709,743.8517,0.0,5.683,4.0334,2.3845,8.4705,0.0
331,331.0,0.9184,12.805,6.81,18.13,0.0,0.0,3.4993,0.3248,2.0266,0.0,0.0,0.9897,7.1725,4.8047,2.8917,724.2179,0.0,6.0138,2.3023,1.2656,9.8177,0.0
332,332.0,0.6375,10.4208,7.88,15.53,0.0,0.0,3.5482,0.1841,2.3615,0.0,0.0,1.255,6.1172,5.3201,2.4988,710.2843,0.0,5.9183,3.1526,1.7377,12.7323,0.0
333,333.0,0.3749,10.4705,8.03,20.53,0.0,0.0,1.9729,0.1139,2.6243,0.0,0.0,0.6298,3.5805,5.7483,3.3336,709.7834,0.0,3.3681,3.5111,1.9228,5.7281,0.0
334,334.0,0.3913,10.4654,8.97,19.91,0.0,0.0,4.9817,0.1146,2.5282,0.0,0.0,1.5891,3.7389,6.2675,3.1755,721.9931,0.0,8.4733,3.2613,1.6791,7.6092,0.0
335,335.0,6.2782,5.5709,8.76,19.06,0.0,0.0,2.4864,1.9202,2.4724,0.0,0.0,0.6839,112.6963,5.9458,2.9827,731.6436,0.0,4.2897,112.5998,57.5986,20.0978,0.0
336,336.0,0.951,9.487,6.98,19.36,0.0,0.0,3.166,0.2829,2.0405,0.0,0.0,0.8443,10.024,4.814,3.131,709.2932,0.0,5.6215,2.9466,1.5773,13.3646,0.0
337,337.0,0.6973,9.2115,10.04,23.84,0.0,0.0,4.0325,0.2081,3.2946,0.0,0.0,1.289,7.57,7.3359,3.8611,717.7044,0.0,6.7959,1.7884,0.9188,11.1997,0.0
338,338.0,0.6396,9.31,10.35,24.87,0.0,0.0,2.5289,0.1901,3.616,0.0,0.0,0.7744,6.8703,7.4283,4.0278,715.3495,0.0,4.3496,2.7953,1.5347,16.3153,0.0
339,339.0,0.6832,9.2947,4.62,20.43,0.0,0.0,2.9078,0.2034,1.3731,0.0,0.0,0.8409,7.3501,3.209,3.2867,714.8102,0.0,5.2475,2.8977,1.587,14.9841,0.0
340,340.0,5.7154,9.332,10.25,22.3,0.0,0.0,3.0612,1.7732,2.966,0.0,0.0,1.0329,61.2451,7.6388,3.6114,717.2208,0.0,5.2786,3.1242,1.614,7.508,0.0
341,341.0,0.4072,10.5248,6.58,18.13,0.0,0.0,3.846,0.1205,1.8372,0.0,0.0,1.2325,3.8691,4.5788,2.9403,709.2379,0.0,6.4005,4.1417,3.3984,25.3557,0.0
342,342.0,0.5032,9.6721,10.44,24.6,0.0,0.0,2.8638,0.1475,3.309,0.0,0.0,0.7557,5.2028,7.6471,3.9622,720.8593,0.0,4.9524,2.7259,1.4721,14.3214,0.0
343,343.0,0.4027,9.9876,7.75,21.45,0.0,0.0,2.3502,0.1159,2.3543,0.0,0.0,0.686,4.0316,5.3451,3.3853,726.9394,0.0,4.0027,3.1242,1.614,7.508,0.0
344,344.0,1.0018,9.7597,14.33,12.07,0.0,0.0,2.7553,0.2706,4.1725,0.0,0.0,0.7941,10.2644,10.463,1.8813,747.2375,0.0,4.7493,3.3998,1.9655,19.0018,0.0
345,345.0,1.2359,10.0168,5.52,24.23,0.0,0.0,2.8656,0.3342,1.7913,0.0,0.0,0.9587,12.3387,4.2683,3.812,754.9341,0.0,4.9394,3.4023,2.0053,14.4794,0.0
346,346.0,0.5035,9.3764,9.77,24.0,0.0,0.0,2.8057,0.1777,2.78,0.0,0.0,0.7236,5.3704,6.8749,3.7856,734.4429,0.0,4.6889,3.6489,1.9901,18.1111,0.0
347,347.0,1.118,9.9238,6.0,16.23,0.0,0.0,2.8376,0.3011,1.9822,0.0,0.0,0.9281,11.2657,4.044,2.6032,712.7353,0.0,4.8068,51.7939,42.3739,58.6845,0.0
348,348.0,0.866,9.8412,6.6,10.97,0.0,0.0,2.6678,0.2521,2.2182,0.0,0.0,0.9338,8.7998,4.6933,1.6646,770.7238,0.0,4.6286,3.3391,1.8749,9.3484,0.0
349,349.0,0.8847,9.9346,13.71,20.33,0.0,0.0,3.5558,0.2415,3.5925,0.0,0.0,0.9507,8.9056,9.7093,3.2525,721.8082,0.0,6.0268,81.6568,53.5949,13.5991,0.0
350,350.0,0.2958,10.0567,7.06,22.03,0.0,0.0,3.2535,0.1077,1.7933,0.0,0.0,0.8806,2.9414,5.1409,3.5021,730.5374,0.0,5.4896,2.9018,1.6825,7.9513,0.0
351,351.0,0.8428,9.236,5.8,21.25,0.0,0.0,3.3341,0.2404,1.5242,0.0,0.0,1.0183,9.1249,4.2991,3.3936,732.7166,0.0,5.7851,4.001,2.1791,20.7173,0.0
352,352.0,0.5006,9.702,4.31,21.44,0.0,0.0,2.7292,0.1462,1.3187,0.0,0.0,0.7141,5.1602,2.9936,3.4437,718.1155,0.0,4.6842,3.3165,1.7457,7.612,0.0
353,353.0,0.4979,10.614,15.44,19.43,0.0,0.0,2.48,0.1463,4.0027,0.0,0.0,0.6621,4.6909,11.2999,3.1287,722.6021,0.0,4.2761,3.1242,1.614,7.508,0.0
354,354.0,0.5789,10.1388,8.64,16.34,0.0,0.0,4.7453,0.1665,2.7966,0.0,0.0,1.5293,5.7095,6.0196,2.6047,722.4056,0.0,8.1381,2.5085,1.4091,13.3366,0.0
355,355.0,0.3356,9.4516,9.81,16.8,0.0,0.0,3.7924,0.0958,3.1873,0.0,0.0,1.2212,3.5512,7.1689,2.6172,749.2431,0.0,6.4469,2.691,1.3981,11.6249,0.0
356,356.0,0.495,9.6043,7.1,27.4599,0.0,0.0,2.772,0.1455,2.3789,0.0,0.0,0.9152,5.1543,5.0346,4.338,730.2337,0.0,4.6678,2.3928,1.34,11.3021,0.0
357,357.0,0.4778,9.6676,5.39,27.38,0.0,0.0,3.6543,0.1394,1.8031,0.0,0.0,1.2428,4.9419,3.9341,4.3435,732.635,0.0,6.1606,2.9018,1.6825,7.9513,0.0
358,358.0,0.4937,9.8977,8.1,21.51,0.0,0.0,4.7929,0.1425,2.294,0.0,0.0,1.5319,4.9877,5.605,3.3718,734.9779,0.0,8.1345,110.9809,56.8478,23.1501,0.0
359,359.0,0.93,10.3211,10.98,17.36,0.0,0.0,3.0012,0.2759,3.3047,0.0,0.0,0.9598,9.0104,8.2872,2.8142,718.1942,0.0,5.122,3.0118,1.5111,12.9673,0.0
360,360.0,3.8669,9.9797,9.71,21.93,0.0,0.0,2.849,1.2453,3.0666,0.0,0.0,1.0219,38.7473,7.6673,3.4865,744.0713,0.0,4.941,2.691,1.3981,11.6249,0.0
361,361.0,1.141,9.9864,15.13,25.92,0.0,0.0,2.7854,0.3074,4.4558,0.0,0.0,0.7215,11.4258,11.2732,4.184,721.7584,0.0,4.784,2.7049,1.542,11.0938,0.0
362,362.0,0.6531,10.5954,12.96,13.23,0.0,0.0,2.5391,0.1869,3.9069,0.0,0.0,0.7167,6.1643,9.2676,2.1357,715.3415,0.0,4.3565,3.6888,1.9582,12.0929,0.0
363,363.0,0.8083,9.0661,5.08,17.71,0.0,0.0,3.0227,0.2587,1.6076,0.0,0.0,0.8094,8.9153,3.5051,2.8366,718.9908,0.0,5.1038,3.3165,1.7457,7.612,0.0
364,364.0,0.4632,9.1802,7.44,9.49,0.0,0.0,2.9275,0.1424,1.8995,0.0,0.0,1.0178,5.0454,5.4835,1.4673,755.7771,0.0,5.0685,3.0937,1.6011,9.967,0.0
365,365.0,0.5456,9.578,7.47,22.63,0.0,0.0,4.8977,0.1641,2.1689,0.0,0.0,1.5183,5.6968,5.4057,3.5964,732.317,0.0,8.4058,2.4837,1.2816,10.4728,0.0
366,366.0,0.6124,9.9951,3.77,20.1,0.0,0.0,2.2346,0.1779,1.1011,0.0,0.0,0.7055,6.1268,2.5805,3.1698,727.7421,0.0,3.8181,3.3391,1.8749,9.3484,0.0
367,367.0,0.5452,9.7521,24.37,55.88,0.0,0.0,4.891,0.1599,6.9743,0.0,0.0,1.5417,5.5907,17.3789,8.9992,719.6547,0.0,8.4929,2.7049,1.542,11.0938,0.0
368,368.0,1.0911,12.1998,5.21,19.35,0.0,0.0,3.015,0.322,1.532,0.0,0.0,0.9914,8.9435,3.5345,3.1374,706.3051,0.0,5.1397,4.1489,2.264,15.7488,0.0
369,369.0,0.5625,9.9605,17.72,15.1,0.0,0.0,2.5303,0.1615,4.3994,0.0,0.0,0.7263,5.6471,12.6374,2.4421,714.3207,0.0,4.3734,2.3023,1.2656,9.8177,0.0
370,370.0,0.5116,9.9867,9.31,19.14,0.0,0.0,4.0213,0.1658,2.5537,0.0,0.0,1.3058,5.1224,6.8043,3.0255,732.3698,0.0,6.7222,2.7336,1.4129,18.5733,0.0
371,371.0,0.286,9.8203,13.77,24.83,0.0,0.0,3.8221,0.1004,4.3174,0.0,0.0,1.02,2.9121,10.2944,3.9401,738.162,0.0,6.4489,3.1819,1.7497,14.29,0.0
372,372.0,0.6617,10.4249,6.66,16.06,0.0,0.0,3.2804,0.1885,1.7517,0.0,0.0,1.053,6.3471,4.6308,2.5919,713.0506,0.0,5.7764,3.0147,1.7988,12.9122,0.0
373,373.0,0.3796,10.0764,10.36,18.7,0.0,0.0,3.0283,0.1101,2.6395,0.0,0.0,0.8427,3.7668,7.1728,3.0062,714.777,0.0,5.1211,81.6568,53.5949,13.5991,0.0
374,374.0,0.7481,10.3491,9.41,9.25,0.0,0.0,4.4954,0.2218,2.6841,0.0,0.0,1.1911,7.2284,6.6118,1.4159,759.3988,0.0,7.8219,3.3391,1.8749,9.3484,0.0
375,375.0,1.0729,9.7666,7.2,18.61,0.0,0.0,4.308,0.2909,2.1342,0.0,0.0,1.1411,10.985,5.3122,3.0201,717.4434,0.0,7.4893,2.9316,1.4815,10.1233,0.0
376,376.0,0.6072,10.5596,4.89,16.41,0.0,0.0,3.6639,0.1739,1.853,0.0,0.0,0.9974,5.7502,3.5331,2.6593,712.5977,0.0,6.4035,2.5967,1.3955,28.2802,0.0
377,377.0,1.1664,10.0004,6.17,20.01,0.0,0.0,3.6428,0.3127,1.6398,0.0,0.0,1.2525,11.663,4.2664,3.1414,732.2524,0.0,6.1672,2.7336,1.4129,18.5733,0.0
378,378.0,0.4026,10.5148,3.74,25.82,0.0,0.0,3.3644,0.1137,1.3806,0.0,0.0,0.8973,3.8287,2.6713,4.1182,726.3034,0.0,5.681,3.1585,1.6461,14.5067,0.0
379,379.0,0.4435,10.9629,7.13,21.17,0.0,0.0,2.8089,0.1271,2.1765,0.0,0.0,0.9011,4.0455,5.1729,3.3574,733.0179,0.0,4.7611,2.2036,1.2178,12.7437,0.0
380,380.0,0.32,11.1018,7.56,11.55,0.0,0.0,2.2418,0.0983,2.825,0.0,0.0,0.713,2.8829,5.3558,1.7945,743.8505,0.0,3.7573,2.4919,1.4227,15.2167,0.0
381,381.0,0.6079,10.3992,9.91,13.52,0.0,0.0,2.2596,0.1736,2.7221,0.0,0.0,0.6593,5.8461,7.3983,2.1256,744.1524,0.0,3.8972,2.3003,1.4369,18.3914,0.0
382,382.0,1.0651,10.0276,17.72,16.11,0.0,0.0,3.1943,0.2869,4.515,0.0,0.0,1.0134,10.6217,12.5327,2.6059,713.3073,0.0,5.4092,3.0031,1.627,7.9951,0.0
383,383.0,1.2115,11.3119,18.12,19.34,0.0,0.0,2.2427,0.3765,5.3276,0.0,0.0,0.7915,10.7097,13.1646,3.118,719.9875,0.0,3.7832,136.0771,84.9156,82.8827,0.0
384,384.0,0.6761,9.8454,7.67,20.21,0.0,0.0,3.5075,0.1942,2.1611,0.0,0.0,1.2471,6.8676,5.5479,3.1945,730.3488,0.0,5.8543,3.849,2.0259,7.1219,0.0
385,385.0,0.632,10.5391,9.32,14.21,0.0,0.0,2.6078,0.1849,3.0155,0.0,0.0,0.921,5.9967,6.8777,2.1963,756.8635,0.0,4.5219,3.2524,1.8193,17.7998,0.0
386,386.0,0.418,9.2405,9.54,15.47,0.0,0.0,3.4845,0.1282,2.9612,0.0,0.0,1.2398,4.5236,6.7784,2.5036,712.6131,0.0,5.8134,3.4272,2.0111,11.9752,0.0
387,387.0,0.5458,8.2969,6.44,11.21,0.0,0.0,2.9092,0.1979,2.5536,0.0,0.0,0.7673,6.5781,4.4873,1.7338,747.3434,0.0,4.9785,2.3152,1.4418,19.8705,0.0
388,388.0,0.5109,9.7802,9.09,22.16,0.0,0.0,3.7848,0.1583,2.2486,0.0,0.0,1.3542,5.2233,6.5027,3.5048,731.454,0.0,6.3078,3.1416,1.5898,12.803,0.0
389,389.0,0.3492,9.861,10.13,11.27,0.0,0.0,2.8456,0.1105,2.9364,0.0,0.0,0.9279,3.5414,7.6164,1.7477,757.8088,0.0,4.8771,3.364,1.7273,9.0279,0.0
390,390.0,0.4849,9.5523,13.42,20.57,0.0,0.0,3.4724,0.1391,4.218,0.0,0.0,0.9206,5.0762,10.2374,3.2923,732.7356,0.0,5.8652,2.9893,1.5654,15.3151,0.0
391,391.0,0.5697,10.4399,10.66,16.89,0.0,0.0,2.8911,0.1656,3.417,0.0,0.0,0.7959,5.4572,7.8915,2.702,726.2583,0.0,4.9762,2.6763,1.3973,20.5636,0.0
392,392.0,0.758,10.5503,8.59,23.74,0.0,0.0,2.2984,0.2207,2.2591,0.0,0.0,0.6425,7.1851,6.2624,3.7473,732.2325,0.0,3.9778,3.7087,1.9636,8.2046,0.0
393,393.0,0.4735,9.276,6.15,17.12,0.0,0.0,2.7296,0.1428,2.0459,0.0,0.0,0.7707,5.1048,4.1058,2.7735,703.8551,0.0,4.696,61.4165,44.7825,55.1208,0.0
394,394.0,0.5065,9.9788,7.94,20.39,0.0,0.0,2.5626,0.1455,2.2171,0.0,0.0,0.9235,5.0758,5.8592,3.251,731.6507,0.0,4.4623,3.5665,1.9479,17.1974,0.0
395,395.0,0.8525,10.384,10.05,12.02,0.0,0.0,2.7428,0.2493,3.5217,0.0,0.0,0.7481,8.21,7.4725,1.8739,750.3185,0.0,4.7169,3.5314,1.8119,15.2177,0.0
396,396.0,0.5006,9.9879,14.15,23.09,0.0,0.0,2.592,0.1459,4.3056,0.0,0.0,0.7174,5.0122,10.2797,3.7451,717.7661,0.0,4.4721,3.3165,1.7457,7.612,0.0
397,397.0,0.5745,10.5411,8.51,19.15,0.0,0.0,2.057,0.1661,2.3776,0.0,0.0,0.6327,5.45,6.0888,3.0887,715.6491,0.0,3.4254,2.2968,1.4674,11.0551,0.0
398,398.0,0.36,10.7439,7.68,20.96,0.0,0.0,3.7472,0.1101,2.0561,0.0,0.0,1.2507,3.3511,5.4318,3.3065,732.1782,0.0,6.2655,2.6942,1.5742,15.984,0.0
399,399.0,0.8351,10.2893,10.41,17.79,0.0,0.0,2.8665,0.2417,3.3374,0.0,0.0,0.9565,8.1167,7.4433,2.8926,710.5124,0.0,5.0358,3.0029,1.5901,8.303,0.0
400,400.0,1.3767,9.9111,7.93,14.18,0.0,0.0,2.7499,0.3973,2.2134,0.0,0.0,0.7377,13.8906,5.6103,2.2723,720.912,0.0,4.7202,2.5493,1.4036,4.582,0.0
401,401.0,1.5312,9.7814,8.16,15.85,0.0,0.0,3.9713,0.5304,2.1445,0.0,0.0,1.1125,15.6547,5.6991,2.5316,723.1437,0.0,6.8567,3.2619,1.7512,15.2351,0.0
402,402.0,0.9549,10.34,7.06,19.9,0.0,0.0,2.8137,0.2844,2.4808,0.0,0.0,0.9701,9.2349,4.8581,3.1229,732.401,0.0,4.9058,2.7336,1.4129,18.5733,0.0
403,403.0,1.5763,10.7026,9.98,22.72,0.0,0.0,2.9653,0.5338,2.758,0.0,0.0,0.9419,14.7279,7.3228,3.6741,718.7948,0.0,4.9901,2.6886,1.4324,11.4305,0.0
404,404.0,0.523,10.4516,9.5,21.41,0.0,0.0,4.3026,0.1465,2.7991,0.0,0.0,1.3109,5.0038,7.1201,3.448,725.9134,0.0,7.6137,3.0585,1.6629,22.1989,0.0
405,405.0,0.5104,10.5645,8.42,23.41,0.0,0.0,2.6287,0.1464,2.8128,0.0,0.0,0.6977,4.8312,6.6933,3.7108,748.9077,0.0,4.4791,2.7336,1.4129,18.5733,0.0
406,406.0,0.7665,10.3872,6.64,17.14,0.0,0.0,2.591,0.2199,2.1414,0.0,0.0,0.6847,7.3788,4.8298,2.7239,732.7662,0.0,4.43,2.5383,1.5567,12.5829,0.0
407,407.0,0.3749,10.4463,11.13,28.36,0.0,0.0,2.3426,0.1156,3.1012,0.0,0.0,0.8152,3.5893,8.0623,4.5061,731.9843,0.0,4.0184,2.4837,1.2816,10.4728,0.0
408,408.0,0.582,9.9927,13.72,12.32,0.0,0.0,3.8663,0.1984,5.1158,0.0,0.0,1.025,5.8242,10.1486,1.9273,745.4757,0.0,6.7604,2.0911,1.1612,11.9761,0.0
409,409.0,0.5347,9.9603,6.84,20.35,0.0,0.0,3.7315,0.1565,2.0118,0.0,0.0,1.2564,5.3679,5.011,3.2605,725.9413,0.0,6.2757,3.4139,1.8451,13.9088,0.0
410,410.0,0.7317,10.4817,7.68,22.56,0.0,0.0,2.1651,0.2168,2.271,0.0,0.0,0.6661,6.9807,5.4195,3.5875,727.6713,0.0,3.6187,3.5141,1.9536,17.8738,0.0
411,411.0,0.2281,10.5155,3.45,20.89,0.0,0.0,2.9297,0.0814,1.2767,0.0,0.0,0.979,2.1693,2.3891,3.3863,709.3307,0.0,5.1011,3.2468,1.7766,27.4837,0.0
412,412.0,0.487,10.3602,5.91,19.88,0.0,0.0,2.8092,0.1396,2.024,0.0,0.0,0.7414,4.7009,4.0889,3.091,740.813,0.0,4.8218,3.9678,2.1067,8.6672,0.0
413,413.0,0.7087,10.1609,12.85,12.16,0.0,0.0,2.4636,0.2064,4.5094,0.0,0.0,0.7503,6.9746,9.4183,1.9595,721.3643,0.0,4.2162,2.5273,1.4765,14.992,0.0
414,414.0,0.3649,10.5082,13.58,23.17,0.0,0.0,3.3645,0.1102,3.9719,0.0,0.0,1.0694,3.4726,9.7957,3.6552,737.856,0.0,5.9177,3.1343,1.6362,10.3254,0.0
415,415.0,0.3783,10.4823,6.3,16.47,0.0,0.0,3.1248,0.1114,1.7033,0.0,0.0,0.9727,3.6085,4.2595,2.6502,711.0501,0.0,5.2778,3.8083,2.0239,8.647,0.0
416,416.0,0.426,9.2114,8.14,20.18,0.0,0.0,3.7652,0.1297,2.7055,0.0,0.0,1.2533,4.6245,5.9193,3.2978,710.9674,0.0,6.3351,2.595,1.447,12.4442,0.0
417,417.0,1.4613,8.9543,4.13,19.15,0.0,0.0,3.3803,0.4668,1.1904,0.0,0.0,0.8884,16.3198,2.8299,3.0181,727.6565,0.0,5.685,2.5563,1.465,7.0084,0.0
418,418.0,0.3034,10.5012,10.17,18.31,0.0,0.0,3.3075,0.0947,3.3301,0.0,0.0,1.0769,2.8895,7.0843,2.8968,730.801,0.0,5.8177,2.9698,1.6097,14.6612,0.0
419,419.0,0.8152,9.8559,6.54,25.95,0.0,0.0,1.7009,0.2206,1.9174,0.0,0.0,0.5369,8.2713,4.8217,4.1123,735.9405,0.0,2.9644,3.3294,1.71,20.2424,0.0
420,420.0,0.8846,9.4607,9.15,22.81,0.0,0.0,3.0349,0.2396,2.7354,0.0,0.0,0.8355,9.3504,6.5181,3.6078,734.2715,0.0,5.0909,2.9163,1.6105,11.7398,0.0
421,421.0,0.7792,10.1707,5.64,23.6,0.0,0.0,3.6633,0.2274,1.4222,0.0,0.0,1.243,7.6615,4.0816,3.5853,774.8085,0.0,6.1701,2.5268,1.3826,19.5847,0.0
422,422.0,0.8092,9.8012,14.66,20.41,0.0,0.0,3.9419,0.218,4.9592,0.0,0.0,1.035,8.2564,10.5827,3.2325,734.0813,0.0,6.6406,2.8553,1.4711,7.2419,0.0
423,423.0,0.2843,11.109,4.95,22.89,0.0,0.0,3.6249,0.0925,1.7326,0.0,0.0,1.2677,2.5593,3.2924,3.5678,732.904,0.0,6.0358,2.1771,1.1219,16.3758,0.0
424,424.0,0.4452,11.0543,10.59,18.17,0.0,0.0,3.7525,0.1301,2.8903,0.0,0.0,1.226,4.0274,7.7071,2.932,717.8685,0.0,6.3277,2.3928,1.34,11.3021,0.0
425,425.0,0.636,10.2912,5.97,26.25,0.0,0.0,2.3805,0.1827,2.0798,0.0,0.0,0.6285,6.1796,4.2209,4.0458,752.3565,0.0,4.0941,3.1597,1.7579,9.344,0.0
426,426.0,0.9974,10.0264,5.54,22.49,0.0,0.0,2.468,0.2661,1.6607,0.0,0.0,0.7902,9.9477,4.1848,3.5083,750.4528,0.0,4.2412,21.2391,14.5232,33.7554,0.0
427,427.0,0.9635,10.1473,11.43,25.29,0.0,0.0,3.0568,0.2578,3.7201,0.0,0.0,0.9852,9.495,8.4069,3.9915,739.1288,0.0,5.3472,1.9273,1.1219,18.1001,0.0
428,428.0,0.8914,10.0805,10.09,24.02,0.0,0.0,2.9376,0.2372,3.2037,0.0,0.0,0.942,8.8425,7.3174,3.7821,739.6701,0.0,4.974,2.9624,1.534,11.7989,0.0
429,429.0,0.4317,10.0922,13.33,23.56,0.0,0.0,4.6301,0.1285,4.8537,0.0,0.0,1.2288,4.2779,9.8615,3.725,739.0993,0.0,7.8463,2.8553,1.4711,7.2419,0.0
430,430.0,0.3316,10.1026,7.36,23.35,0.0,0.0,2.2713,0.1169,2.1742,0.0,0.0,0.6061,3.2828,4.946,3.643,736.0881,0.0,3.9275,2.8896,1.5796,19.1907,0.0
431,431.0,0.7014,10.277,9.25,19.04,0.0,0.0,2.7285,0.2045,2.4436,0.0,0.0,0.7551,6.8251,6.5184,3.0727,712.387,0.0,4.6972,83.8355,54.8787,13.4312,0.0
432,432.0,1.0495,10.0758,11.54,18.3,0.0,0.0,3.8137,0.2808,3.4294,0.0,0.0,1.0201,10.4157,7.7788,2.8292,742.7082,0.0,6.5615,3.3719,1.7876,14.0796,0.0
433,433.0,0.9454,9.9255,6.12,19.33,0.0,0.0,5.9458,0.2773,1.9408,0.0,0.0,1.822,9.5249,4.2873,3.0777,725.2512,0.0,10.1801,2.4693,1.2283,10.923,0.0
434,434.0,1.0628,9.8439,6.11,22.17,0.0,0.0,4.8692,0.2852,1.7,0.0,0.0,1.4274,10.7967,4.4027,3.5171,728.7132,0.0,8.305,2.9018,1.6825,7.9513,0.0
435,435.0,1.0358,10.0491,5.09,23.04,0.0,0.0,2.6777,0.2791,1.5147,0.0,0.0,0.776,10.3075,3.5681,3.6225,734.4347,0.0,4.6137,2.5136,1.2951,16.6149,0.0
436,436.0,0.5489,9.4565,9.04,25.81,0.0,0.0,2.6635,0.16,2.9751,0.0,0.0,0.6953,5.8047,6.6677,4.1741,718.692,0.0,4.583,2.3928,1.34,11.3021,0.0
437,437.0,0.904,9.542,7.71,26.23,0.0,0.0,4.4547,0.2504,2.1505,0.0,0.0,1.1769,9.4736,5.5148,4.1457,736.7406,0.0,7.5127,2.4837,1.2816,10.4728,0.0
438,438.0,0.7642,9.288,9.86,23.44,0.0,0.0,2.4545,0.2273,2.9057,0.0,0.0,0.8045,8.2279,7.3423,3.6955,739.5462,0.0,4.1916,51.2299,37.7277,27.1393,0.0
439,439.0,0.3943,10.4521,6.95,22.4,0.0,0.0,2.9894,0.1194,1.8413,0.0,0.0,1.0078,3.7728,5.2818,3.5039,748.5121,0.0,5.1035,64.8263,74.662,21.9288,0.0
440,440.0,0.4114,10.4982,6.29,22.65,0.0,0.0,2.9685,0.1236,2.3015,0.0,0.0,0.9644,3.9191,4.7113,3.5369,747.2044,0.0,5.0397,170.0204,80.5172,34.5557,0.0
441,441.0,0.9093,9.2908,6.17,21.56,0.0,0.0,2.1427,0.2691,1.7958,0.0,0.0,0.6218,9.7875,4.3011,3.4133,731.3372,0.0,3.7197,3.1309,1.7118,13.705,0.0
442,442.0,0.5666,9.9916,7.88,13.63,0.0,0.0,3.5446,0.1758,2.6896,0.0,0.0,0.9275,5.6705,5.58,2.2118,711.0016,0.0,5.9978,2.5651,1.4133,15.757,0.0
443,443.0,0.2848,9.859,10.94,20.17,0.0,0.0,3.763,0.091,3.7011,0.0,0.0,0.9878,2.8888,8.0709,3.1454,747.2317,0.0,6.3493,60.9374,37.4436,24.5741,0.0
444,444.0,0.3958,10.1277,4.03,21.63,0.0,0.0,3.931,0.1208,1.5056,0.0,0.0,1.0832,3.9086,2.8325,3.4072,736.5464,0.0,6.7555,3.5751,1.9176,7.5069,0.0
445,445.0,0.9616,9.9845,4.63,22.62,0.0,0.0,3.227,0.2864,1.5437,0.0,0.0,1.0375,9.6309,3.5263,3.5164,755.9185,0.0,5.6271,3.3051,1.7551,15.9553,0.0
