,Unnamed: 0,F153,F159,F198,F200,F201,F21,F26,F272,F319,F32,F33,F334,F34,F35,F39,F426,F439,F470,F471,F474,F476,F495,F524
367,367.0,0.0187,498.0,0.341,19.65,18.18,-6261.75,1.8723,64.792,10.1162,83.9167,9.4043,0.0897,50.4181,64.4134,118.1592,1.9395,44.5545,3.2145,7.9945,24.599,10.8637,6.9554,8.4929
368,368.0,0.0158,294.0,0.26,16.3,4.31,-6393.5,1.8758,54.6892,8.86,85.482,9.3998,0.0713,50.4069,64.2033,118.3028,1.6318,52.6246,2.4354,5.7595,42.1135,21.1349,5.2164,5.1397
369,369.0,0.018,779.0,0.329,15.0,6.04,-5493.0,1.9962,43.9927,9.4201,84.8399,8.5266,0.0911,50.2925,64.0317,117.918,1.863,48.8755,3.1531,7.002,32.0933,8.9628,7.7428,4.3734
370,370.0,0.0186,475.0,0.424,15.26,6.43,-6270.5,1.8855,24.6078,10.4891,85.2626,8.4092,0.1172,50.4562,64.2111,118.4666,1.9299,62.2912,4.0746,10.5098,25.1526,18.3963,9.2683,6.7222
371,371.0,0.0696,683.0,0.308,17.29,7.89,-6362.25,1.8798,41.3023,10.42,86.3239,9.5642,0.0933,50.3645,63.9038,117.5064,7.3407,26.9045,2.9563,8.2476,32.4215,23.5319,5.2824,6.4489
372,372.0,0.0057,157.0,0.469,19.44,2.55,-6408.75,1.8923,35.0525,9.5051,86.931,8.8384,0.1389,50.3353,64.0776,118.7636,0.587,28.8274,4.4878,7.6103,18.4045,13.0047,7.6338,5.7764
373,373.0,0.016,225.0,0.164,17.84,4.93,-5120.0,1.9497,36.5983,8.999,85.4465,9.1855,0.0516,50.4666,63.7996,118.579,1.6453,84.4371,1.5443,4.822,28.746,11.0357,6.5915,5.1211
374,374.0,0.0047,436.0,0.858,17.45,10.17,-6453.75,1.8745,36.0673,5.0498,84.5551,9.9964,0.2973,50.4757,64.3827,118.022,0.4832,42.5295,8.6718,5.3164,44.544,15.2637,3.8603,7.8219
375,375.0,0.0053,365.0,0.094,15.24,8.76,-6402.75,1.8855,17.4445,8.8235,85.1712,8.5405,0.0362,50.2488,64.1314,118.4904,0.5426,28.8616,0.8687,6.3905,20.8526,13.7921,5.6979,7.4893
376,376.0,0.0047,638.0,0.229,14.07,5.55,-6279.5,1.8885,45.5199,8.7801,86.8866,8.8505,0.0766,50.4036,64.0557,118.808,0.4833,37.623,2.1517,5.1519,19.4632,11.6344,5.964,6.4035
377,377.0,0.0061,683.0,0.477,29.19,5.21,-5435.5,2.001,54.3778,10.231,84.4995,9.0695,0.1452,50.2895,64.2187,124.6244,0.627,73.1893,4.6388,10.7378,35.2174,65.9965,7.3679,6.1672
378,378.0,0.0138,463.0,0.445,21.78,10.55,-6253.5,1.8932,40.7951,8.4751,85.2626,8.4092,0.1381,50.4562,64.2111,118.4666,1.416,44.1401,4.2517,10.3119,56.0351,15.1558,6.0596,5.681
379,379.0,0.0131,267.0,0.372,19.16,8.44,-5593.75,2.0122,74.1328,9.5902,84.533,8.872,0.1085,50.3074,64.1215,118.0124,1.3533,37.1041,3.4848,4.027,23.9198,14.9395,6.653,4.7611
380,380.0,0.0156,625.0,0.532,14.73,11.16,-5384.75,1.9805,55.7685,4.9486,83.8879,9.1757,0.1449,50.4244,64.3159,118.2554,1.6165,107.5513,5.0829,4.7824,46.6942,35.5485,9.8684,3.7573
381,381.0,0.0187,1827.0,0.39,10.85,11.35,-6915.0,1.8777,64.1973,4.8745,85.4451,8.5788,0.1225,50.2484,63.9261,118.3794,1.9412,36.918,3.8003,4.0401,56.0015,23.627,7.5992,3.8972
382,382.0,0.0052,1463.0,0.207,15.96,8.1,-5468.0,2.0118,38.54,9.238,85.5573,8.6915,0.0585,50.465,64.1145,118.8908,0.5344,54.648,1.9546,8.3064,30.2327,46.8076,6.8313,5.4092
383,383.0,0.017,209.0,0.29,15.57,4.82,-6391.5,1.8932,53.4853,8.9882,85.6608,9.5713,0.0981,50.3999,64.1016,118.0156,1.7597,62.0936,2.7807,6.7911,22.2023,7.1079,7.1926,3.7832
384,384.0,0.0226,1368.0,0.308,14.79,6.65,-5047.75,1.9925,36.0618,11.1333,92.072,8.9416,0.0942,59.3488,78.254,132.5378,2.3637,141.9903,2.926,8.9545,37.546,19.4568,8.8045,5.8543
385,385.0,0.0398,318.0,1.032,21.57,10.64,-5448.0,1.9965,54.0144,5.3969,85.5361,8.536,0.3312,50.3421,63.9167,118.4394,4.1746,51.9062,10.2879,6.4209,39.2892,14.6182,7.1554,4.5219
386,386.0,0.0109,1352.0,0.227,14.88,6.16,-5046.25,1.9867,49.4493,9.4989,92.072,8.9416,0.0758,59.3488,78.254,132.5378,1.12,138.3876,2.1407,6.4942,26.7092,11.1222,8.8045,5.8134
387,387.0,0.018,3492.0,0.222,9.11,7.53,-4778.5,1.9885,72.2086,4.6577,83.9167,9.4043,0.0619,50.4181,64.4134,118.1592,1.8688,69.6947,2.0565,5.6917,17.3344,18.6827,5.2527,4.9785
388,388.0,0.0197,1018.0,0.434,15.9,6.62,-6408.25,1.8908,26.6055,10.8356,85.3625,8.5952,0.1198,50.3491,64.0145,118.227,2.051,60.2403,4.161,7.0914,23.7414,9.8746,7.5992,6.3078
389,389.0,0.0062,1735.0,1.02,20.57,5.81,-5631.75,2.0112,26.4713,6.0541,83.9167,9.4043,0.3355,50.4181,64.4134,118.1592,0.636,64.5933,10.0185,6.8584,21.1336,15.5485,8.4676,4.8771
390,390.0,0.0077,2016.0,0.345,13.71,10.29,-6894.25,1.8998,63.0484,8.8845,85.5983,8.5232,0.1201,50.4559,64.0577,118.5342,0.7916,27.7007,3.3575,11.6053,51.8905,15.3042,9.6762,5.8652
391,391.0,0.0141,1919.0,0.294,23.2,8.64,-6203.25,2.0083,68.0052,10.076,86.4465,8.6527,0.0775,50.215,63.9211,118.102,1.4515,80.0204,2.7468,7.6383,16.877,13.1504,7.4208,4.9762
392,392.0,0.0161,237.0,0.573,20.83,5.83,-4929.5,1.9483,31.323,11.1439,85.4465,9.1855,0.1564,50.4666,63.7996,118.579,1.662,80.64,5.5031,8.3702,18.391,25.0945,5.3406,3.9778
393,393.0,0.014,244.0,0.207,15.61,5.03,-6250.25,1.9108,47.3489,8.8415,85.5455,9.2655,0.0652,50.3358,63.8677,117.4194,1.4441,30.5496,1.9071,5.9061,30.884,6.3566,7.1023,4.696
394,394.0,0.0187,158.0,0.48,24.29,7.56,-6382.0,1.8867,47.2639,9.3598,86.4863,8.828,0.1615,50.2667,63.9349,118.039,1.934,47.5298,4.6039,11.557,36.6088,17.2182,6.1597,4.4623
395,395.0,0.0061,795.0,0.519,17.02,13.21,-5226.5,2.0223,70.473,5.726,85.5361,8.536,0.1991,50.3421,63.9167,118.4394,0.6269,81.2321,4.992,5.1163,49.7623,10.7344,4.7424,4.7169
396,396.0,0.0121,358.0,0.29,19.83,5.36,-6411.75,1.8767,37.529,9.2864,84.5551,9.9964,0.0816,50.4757,64.3827,118.022,1.2486,27.6626,2.7126,7.9443,16.1315,15.8701,5.394,4.4721
397,397.0,0.005,806.0,0.412,15.71,6.77,-5453.5,2.0213,21.1939,9.4832,85.3825,9.7324,0.1246,50.3716,64.2442,118.0668,0.5063,90.168,3.8868,7.8836,18.0148,23.3677,3.2295,3.4254
398,398.0,0.0177,667.0,0.488,17.16,4.88,-6487.25,1.8855,47.8976,9.9969,83.9167,9.4043,0.1342,50.4181,64.4134,118.1592,1.8404,48.959,4.6309,7.7206,19.1242,8.257,8.7495,6.2655
399,399.0,0.0066,365.0,0.252,10.74,4.52,-6465.0,1.8933,16.369,8.4149,84.0746,9.3335,0.0698,50.4357,64.3729,118.0092,0.6777,53.7415,2.3929,5.3573,33.3005,13.5791,9.6292,5.0358
400,400.0,0.006,577.0,0.307,19.2,3.49,-5220.25,2.0088,58.421,9.1395,84.9715,8.6013,0.0947,50.3243,64.0262,118.2548,0.6183,79.4118,2.9161,6.5945,22.1153,9.7424,8.2562,4.7202
401,401.0,0.0051,379.0,0.348,22.54,5.2,-6400.25,1.898,45.5362,9.3846,85.5983,8.5232,0.1037,50.4559,64.0577,118.5342,0.5176,35.0,3.3251,6.2177,37.9388,39.3867,3.2231,6.8567
402,402.0,0.0056,456.0,0.357,20.17,4.9,-5566.75,2.006,41.2405,9.4701,84.7529,9.0622,0.1213,50.4373,64.2906,118.1142,0.5748,67.0662,3.4697,8.1441,23.3548,30.8985,4.9637,4.9058
403,403.0,0.0048,200.0,0.356,13.18,5.15,-5655.25,1.9845,40.6157,8.6033,85.5983,8.5232,0.115,50.4559,64.0577,118.5342,0.4907,93.8976,3.4144,7.7218,25.8792,28.6856,8.9686,4.9901
404,404.0,0.006,328.0,0.222,17.14,7.34,-6501.5,1.8662,41.1153,10.3572,84.7297,8.5177,0.0809,50.4695,64.1615,118.2112,0.6136,45.1327,2.1311,8.7742,34.5422,7.7197,6.6487,7.6137
405,405.0,0.0091,248.0,0.921,16.25,7.41,-5583.25,2.001,45.0507,9.6135,86.0209,9.2328,0.2748,50.3586,63.7799,117.7358,0.9256,37.2802,9.3434,8.4249,28.3784,41.9454,5.9749,4.4791
406,406.0,0.0145,789.0,0.471,23.96,10.75,-5633.25,2.008,44.287,9.2144,84.9715,8.6013,0.1515,50.3243,64.0262,118.2548,1.4978,67.3117,4.3938,12.3125,42.7445,7.2705,7.3532,4.43
407,407.0,0.0098,288.0,0.352,17.97,3.85,-6572.75,1.882,35.0263,10.9374,84.5743,9.396,0.108,50.3131,63.9428,117.5134,1.0161,58.526,3.3464,9.665,17.8406,10.3101,4.2482,4.0184
408,408.0,0.0057,324.0,0.942,18.35,8.39,-6271.0,1.9018,19.2768,4.9397,85.1712,8.5405,0.3025,50.2488,64.1314,118.4904,0.5832,40.7385,9.3245,5.6964,41.0679,42.2854,2.7682,6.7604
409,409.0,0.0052,431.0,0.376,22.14,7.4,-6259.5,1.896,51.7874,8.2932,86.3857,8.8513,0.125,50.1431,63.7749,118.0906,0.5311,62.7404,3.5742,8.4806,33.98,18.2926,8.6518,6.2757
410,410.0,0.0194,344.0,0.288,20.8,6.8,-6418.25,1.85,41.0165,10.3183,86.106,8.7879,0.0994,49.9276,63.9266,117.7078,2.0182,43.6795,2.7964,12.1679,38.3689,18.1478,107.6926,3.6187
411,411.0,0.0051,674.0,0.128,20.79,3.32,-5487.25,2.0015,28.6884,8.7938,85.5573,8.6915,0.0456,50.465,64.1145,118.8908,0.5238,76.3819,1.1975,7.1447,38.4662,7.1441,6.1887,5.1011
412,412.0,0.0108,298.0,0.273,19.04,6.39,-6282.5,1.888,13.2561,9.9524,85.1712,8.5405,0.0793,50.2488,64.1314,118.4904,1.1136,46.0465,2.58,6.9416,24.4157,29.3085,4.1176,4.8218
413,413.0,0.0119,821.0,0.209,15.22,6.51,-5595.75,1.9627,65.0872,9.8113,85.5361,8.536,0.0625,50.3421,63.9167,118.4394,1.2252,65.2045,1.9868,6.3838,27.6349,19.6591,4.7424,4.2162
414,414.0,0.0101,250.0,1.262,18.42,5.53,-5349.75,2.0025,22.4369,11.6339,85.5265,8.659,0.3414,50.4068,64.061,118.9532,1.0352,125.2262,12.2791,10.6145,26.5847,48.4093,10.189,5.9177
415,415.0,0.0049,446.0,0.305,18.7,3.5,-5679.0,2.022,15.7909,8.7948,85.5573,8.6915,0.095,50.465,64.1145,118.8908,0.5052,31.4452,2.9075,5.4137,45.6256,79.3758,8.4789,5.2778
416,416.0,0.0141,413.0,0.251,15.9,5.47,-6449.25,1.8815,13.172,8.6089,86.0209,9.2328,0.0741,50.3586,63.7799,117.7358,1.4611,37.7863,2.3922,5.0422,24.8691,14.8026,7.2563,6.3351
417,417.0,0.0225,953.0,0.428,24.67,3.97,-5469.75,1.974,71.0775,9.8218,85.5983,8.5232,0.1226,50.4559,64.0577,118.5342,2.3473,90.566,4.0673,9.0013,25.1472,39.3925,4.5781,5.685
418,418.0,0.0089,721.0,0.418,21.59,4.05,-5532.25,1.9812,25.8673,10.0347,84.2999,8.6439,0.1234,50.5795,64.4484,119.0822,0.9138,101.487,3.9587,10.5908,14.5663,5.5333,6.6003,5.8177
419,419.0,0.0088,271.0,0.982,15.4,4.99,-6554.75,1.8817,65.1093,11.5645,85.8823,8.7851,0.2834,50.1652,63.8402,118.92,0.9007,34.4726,9.7843,11.9966,34.9571,53.2762,4.7502,2.9644
420,420.0,0.0142,490.0,0.437,29.22,5.98,-6489.25,1.8862,49.5202,11.3756,84.5743,9.396,0.1202,50.3131,63.9428,117.5134,1.4777,64.4611,4.1646,8.3634,30.8174,22.4824,8.2939,5.0909
421,421.0,0.0145,472.0,0.986,19.33,9.06,-5563.5,1.9992,15.1335,10.8264,86.1197,9.043,0.2523,50.36,63.8744,117.6784,1.4959,97.5322,9.7473,8.0817,13.8324,26.1411,6.2682,6.1701
422,422.0,0.0155,352.0,0.281,19.38,4.26,-6506.75,1.8887,13.0071,11.0891,85.8823,8.7851,0.0844,50.1652,63.8402,118.92,1.6145,51.7487,2.7347,9.0127,35.3669,57.5692,4.8092,6.6406
423,423.0,0.0125,731.0,0.531,19.63,4.23,-5142.25,1.9792,57.6295,10.7662,83.8879,9.1757,0.1339,50.4244,64.3159,118.2554,1.2893,58.0645,4.9258,9.5783,16.8203,29.962,5.6979,6.0358
424,424.0,0.0148,470.0,0.349,17.81,6.17,-5282.75,1.9572,45.3903,10.0673,85.4465,9.1855,0.0968,50.4666,63.7996,118.579,1.5308,128.0576,3.23,8.5489,14.9316,14.7744,8.5713,6.3277
425,425.0,0.0097,2525.0,0.663,26.86,5.08,-6047.0,2.0313,49.7806,11.2091,85.2296,8.4421,0.2211,50.2731,64.0899,118.4058,0.9968,154.7619,6.4369,8.6677,27.2031,8.5245,2.7299,4.0941
426,426.0,0.0111,432.0,0.639,10.13,6.14,-6336.0,1.892,16.3136,11.0611,86.931,8.8384,0.1777,50.3353,64.0776,118.7636,1.1405,52.4076,6.2226,7.7899,23.3695,27.1455,7.6338,4.2412
427,427.0,0.0112,2085.0,0.527,19.68,8.31,-5932.0,2.0377,18.3598,11.6452,84.6614,8.7994,0.1858,50.3964,64.1107,118.921,1.1539,98.4645,5.134,9.9092,34.0058,36.306,6.8313,5.3472
428,428.0,0.0114,800.0,0.427,19.86,6.44,-5427.75,1.986,37.3464,11.0799,84.6614,8.7994,0.157,50.3964,64.1107,118.921,1.1766,28.0228,4.154,6.929,28.0864,38.9198,6.7995,4.974
429,429.0,0.0134,216.0,0.828,11.38,7.19,-6467.25,1.8962,43.4806,11.525,85.8823,8.7851,0.1973,50.1652,63.8402,118.92,1.3839,61.5871,8.1833,8.5163,34.0384,37.7123,6.4037,7.8463
430,430.0,0.01,449.0,0.364,23.12,5.92,-6313.25,1.8935,27.0901,11.7629,84.2999,8.6439,0.1199,50.5795,64.4484,119.0822,1.0274,39.9788,3.4468,9.9344,26.2992,9.8059,6.5148,3.9275
431,431.0,0.0205,243.0,0.112,16.34,6.39,-5471.25,1.9777,31.062,9.0891,86.4465,8.6527,0.0378,50.215,63.9211,118.102,2.1387,76.9321,1.0246,4.0863,18.6696,14.0055,8.9716,4.6972
432,432.0,0.0119,853.0,0.463,24.79,3.63,-5493.25,1.985,10.3116,10.9764,86.3849,8.7897,0.1484,50.1812,63.8901,118.5984,1.2304,138.6609,4.3911,9.2942,17.7996,16.6927,5.1171,6.5615
433,433.0,0.0172,417.0,0.317,26.81,4.34,-6374.75,1.8958,8.3989,9.4417,84.0746,9.3335,0.0921,50.4357,64.3729,118.0092,1.7746,31.5451,3.0028,8.4927,27.7469,9.6957,1.8322,10.1801
434,434.0,0.017,549.0,0.366,20.18,7.34,-6381.5,1.8905,54.0241,10.7618,86.1197,9.043,0.1137,50.36,63.8744,117.6784,1.7536,36.0791,3.4408,7.5465,44.5635,12.4853,6.4379,8.305
435,435.0,0.006,508.0,0.316,24.42,3.51,-5313.5,2.0235,41.1893,10.4099,83.9167,9.4043,0.0973,50.4181,64.4134,118.1592,0.6164,60.6742,2.9044,7.9464,17.69,15.1983,7.1488,4.6137
436,436.0,0.0192,993.0,0.186,19.07,9.29,-5474.25,2.0275,34.4929,8.9437,86.0209,9.2328,0.0595,50.3586,63.7799,117.7358,1.9967,42.1937,1.7062,7.7469,25.903,15.3576,2.1711,4.583
437,437.0,0.0619,640.0,0.73,16.12,11.04,-5587.25,2.0122,46.33,11.8,85.2764,8.7219,0.198,50.1373,63.8842,118.534,6.4771,68.9053,7.1203,8.4617,46.521,34.7905,5.6251,7.5127
438,438.0,0.0151,258.0,0.975,12.19,8.29,-5421.5,1.9963,33.0817,11.8497,84.2999,8.6439,0.2805,50.5795,64.4484,119.0822,1.5732,61.4391,9.5721,11.2103,33.9002,47.8971,6.5148,4.1916
439,439.0,0.0187,381.0,0.377,14.08,5.06,-6256.5,1.889,11.9484,10.4232,85.1059,8.5987,0.1145,50.5025,64.3081,119.1156,1.9578,38.9586,3.6735,8.6654,21.9121,17.7634,6.6003,5.1035
440,440.0,0.018,202.0,0.359,14.04,4.85,-6370.75,1.9007,37.46,10.543,85.2296,8.4421,0.1213,50.2731,64.0899,118.4058,1.8707,59.1495,3.4913,7.0534,22.7775,30.059,5.0435,5.0397
441,441.0,0.0155,485.0,0.388,27.32,6.18,-5311.5,1.9535,13.7278,10.4452,85.1059,8.5987,0.1305,50.5025,64.3081,119.1156,1.6072,94.8319,3.7426,6.8514,22.7792,40.5725,6.6003,3.7197
442,442.0,0.0134,713.0,0.206,11.45,5.1,-6264.0,1.8932,43.7547,8.5549,86.8866,8.8505,0.0611,50.4036,64.0557,118.808,1.3776,70.1641,1.8883,5.9176,19.1584,25.4847,4.3143,5.9978
443,443.0,0.0127,1454.0,0.345,14.68,10.46,-4750.75,1.992,22.2761,11.0518,85.5573,8.6915,0.099,50.465,64.1145,118.8908,1.3155,32.3586,3.3282,7.9976,43.623,18.6817,10.189,6.3493
444,444.0,0.0133,1216.0,1.063,19.6,16.76,-5879.75,1.9888,11.501,10.8794,85.5265,8.659,0.3029,50.4068,64.061,118.9532,1.375,68.998,10.3728,15.0743,79.365,79.8723,4.7185,6.7555
445,445.0,0.0129,295.0,1.126,11.94,7.7,-5433.25,2.025,39.7677,10.9643,85.2296,8.4421,0.4506,50.2731,64.0899,118.4058,1.332,100.4292,11.3534,8.7683,30.3533,57.3869,5.9162,5.6271
446,446.0,0.023,286.0,1.11,11.37,6.49,-6443.5,1.882,20.3036,9.4743,84.7228,9.5689,0.3627,50.4579,64.0806,117.4208,2.3988,27.4201,11.0249,7.9218,18.7045,22.8082,4.5146,3.5583
447,447.0,0.0143,634.0,0.412,20.55,6.26,-5468.75,2.0068,22.7575,11.4061,86.3849,8.7897,0.1204,50.1812,63.8901,118.5984,1.4735,45.7798,3.9681,8.5093,17.5474,16.8649,6.1887,4.3127
448,448.0,0.0194,909.0,0.555,23.83,13.33,-5410.5,1.9875,23.0253,9.9818,86.4541,8.5687,0.1501,50.2843,64.0072,118.2032,2.02,74.6725,5.2234,13.4643,34.5324,13.8483,11.9391,4.6364
449,449.0,0.0065,742.0,0.341,18.9,5.82,-6375.75,1.8735,16.6014,9.6326,85.5573,8.6915,0.0981,50.465,64.1145,118.8908,0.6628,42.7852,3.167,6.9517,19.2828,16.4183,6.3106,8.7281
450,450.0,0.0165,384.0,1.107,13.26,9.11,-6421.0,1.8915,24.6068,9.255,84.0746,9.3335,0.4516,50.4357,64.3729,118.0092,1.6959,60.8108,11.2605,8.9114,24.1289,61.3449,5.1717,4.6602
451,451.0,0.0122,347.0,0.462,18.22,5.78,-6507.5,1.8755,33.5442,11.8933,85.7103,8.5251,0.1536,50.3808,64.2481,118.1552,1.267,56.9032,4.5312,10.7752,36.2756,15.4905,4.931,3.2022
452,452.0,0.0137,132.0,0.564,17.33,4.16,-6461.0,1.8702,45.3123,10.6789,85.7103,8.5251,0.1762,50.3808,64.2481,118.1552,1.4277,38.485,5.4293,8.9522,19.7171,8.7525,6.4037,5.6383
453,453.0,0.0132,574.0,0.257,21.01,6.24,-5411.5,2.0008,13.9232,10.3068,85.7103,8.5251,0.0788,50.3808,64.2481,118.1552,1.3733,89.2826,2.4835,7.2873,45.8916,15.1578,6.9165,5.6531
454,454.0,0.0148,400.0,0.528,10.66,5.7,-6409.5,1.8835,34.5064,4.4974,85.7103,8.5251,0.157,50.3808,64.2481,118.1552,1.5321,51.043,5.0458,9.25,33.6622,11.2202,5.6501,3.2633
455,455.0,0.0083,790.0,1.132,18.05,5.16,-5546.5,1.9945,26.1955,5.2507,85.7103,8.5251,0.3428,50.3808,64.2481,118.1552,0.8588,64.8305,11.0913,9.2295,35.6821,14.751,4.8092,3.5852
456,456.0,0.0078,347.0,0.483,12.79,4.95,-6466.25,1.883,27.8613,4.5995,85.4112,8.6005,0.1506,50.4016,64.0546,119.239,0.7993,59.0539,4.6231,8.8766,37.684,17.3173,6.8265,6.1555
457,457.0,0.0109,816.0,6.541,21.63,5.02,-5430.0,2.0072,31.8812,12.2044,84.6614,8.7994,2.6566,50.3964,64.1107,118.921,1.1257,78.8363,62.5666,135.8589,354.4169,137.4644,6.1887,27.6461
458,458.0,0.0105,318.0,0.386,15.21,4.32,-5183.0,1.9852,72.4735,11.522,84.2212,9.2047,0.109,50.1936,64.0841,118.034,1.079,96.6076,3.6918,8.1291,18.7253,25.0665,3.9992,5.6743
459,459.0,0.0108,414.0,0.486,17.94,4.86,-5353.25,1.9955,19.1771,10.8304,85.36539369284876,8.853629358937077,0.1429,50.59392014187652,64.65053323405871,118.8200183496257,1.1093,93.469,4.6948,7.8786,21.1431,40.7848,7.3478,5.4265
460,460.0,0.0076,2414.0,0.179,16.89,3.43,-5763.75,1.9805,62.8526,8.9392,85.3825,9.7324,0.0543,50.3716,64.2442,118.0668,0.7851,44.4664,1.6892,7.0856,25.5242,10.7672,6.5816,5.4855
461,461.0,0.0069,414.0,0.289,22.4,4.63,-5474.75,1.995,51.423,9.1491,85.0066,9.6938,0.1042,50.366,64.2263,118.0446,0.7087,81.4353,2.7762,9.4397,26.6396,53.5583,6.9149,5.8273
462,462.0,0.011,1905.0,0.725,13.87,7.42,-6211.25,2.017,13.1939,9.1067,85.822,9.0776,0.245,50.4667,64.059,118.0494,1.1351,89.0909,7.4264,7.8432,47.0085,24.8971,5.4815,3.3208
463,463.0,0.0042,299.0,0.187,11.6,7.55,-6252.75,1.909,13.8394,9.6858,85.5528,8.9546,0.0604,50.458,64.1864,118.6376,0.4251,20.5128,1.7969,7.0155,29.476,10.2286,4.1025,3.2241
464,464.0,0.0172,354.0,0.403,20.65,6.03,-5288.5,2.0053,15.2961,11.7492,85.4112,8.6005,0.13,50.4016,64.0546,119.239,1.7897,78.8845,3.8111,8.816,28.1088,19.5574,4.3254,3.6737
465,465.0,0.0072,867.0,0.223,21.16,8.13,-5328.0,1.982,63.3864,9.0432,85.1669,8.3324,0.0686,50.4421,64.154,118.4616,0.737,55.6051,2.1412,9.2581,35.0248,16.4067,7.3362,6.6056
466,466.0,0.0131,588.0,4.985,37.98,9.41,-6334.5,1.8918,27.5703,9.1266,86.8866,8.8505,1.6184,50.4036,64.0557,118.808,1.3557,72.4647,42.584,78.762,189.7559,274.8871,4.3143,4.1001
467,467.0,0.0144,424.0,0.347,21.12,5.91,-5711.0,2.0275,58.5933,11.7333,83.7263,8.7867,0.1218,50.198,64.0159,118.6914,1.4885,131.9149,3.3442,9.529,29.1922,12.6899,7.7438,5.45
468,468.0,0.0162,822.0,0.556,14.77,5.81,-5662.25,1.9898,17.9155,4.4308,85.7103,8.5251,0.1508,50.3808,64.2481,118.1552,1.6923,122.4443,5.1796,12.7829,22.1588,10.0895,4.9688,3.2251
469,469.0,0.0055,415.0,0.334,17.92,10.61,-6310.25,1.885,23.3149,11.3511,85.1059,8.5987,0.1157,50.5025,64.3081,119.1156,0.5648,66.6475,3.1697,9.5734,42.2937,49.0902,10.189,3.5402
470,470.0,0.0138,1308.0,1.261,18.48,5.99,-5686.75,2.0177,16.7792,11.5257,86.3849,8.7897,0.3459,50.1812,63.8901,118.5984,1.4319,98.6577,12.3123,8.2315,32.5054,19.8304,4.8443,5.5395
471,471.0,0.0047,904.0,0.245,19.72,3.57,-5402.5,2.0198,34.7201,8.7621,85.1669,8.3324,0.0767,50.4421,64.154,118.4616,0.4759,78.499,2.309,5.0131,41.1788,17.638,2.9871,3.3698
472,472.0,0.0137,427.0,0.923,19.42,3.86,-6539.75,1.8845,26.4016,10.9334,84.8892,8.7418,0.2918,50.2052,63.9238,118.7802,1.4171,35.8121,9.1424,9.4625,17.4105,10.3621,4.3254,4.2402
473,473.0,0.0039,403.0,0.505,17.91,4.04,-6389.5,1.8922,53.9665,11.0326,83.6359,9.7836,0.1562,50.2716,64.1163,117.9252,0.3971,79.0348,4.8246,8.8586,24.274,14.1404,6.6079,3.7611
474,474.0,0.0052,581.0,0.914,17.06,3.23,-6468.0,1.885,17.5041,9.9152,85.822,9.0776,0.325,50.4667,64.059,118.0494,0.527,40.747,9.3948,7.4637,13.0001,17.3346,4.9788,3.978
475,475.0,0.0164,1261.0,0.939,15.07,3.99,-5649.5,2.0092,19.6538,11.5907,83.7738,8.6427,0.3026,50.1799,64.2704,118.5748,1.705,79.815,9.3775,9.291,28.7879,9.1007,4.2097,3.5288
476,476.0,0.0194,444.0,0.247,19.17,4.79,-6505.5,1.886,23.0311,9.4666,86.4541,8.5687,0.0775,50.2843,64.0072,118.2032,2.0235,36.0,2.248,10.8129,13.3967,10.1443,5.7708,4.8349
477,477.0,0.012,2987.0,0.976,21.5,10.03,-4599.25,2.0095,54.2415,11.1626,84.7226,8.9635,0.2798,50.5609,64.2798,118.5886,1.2322,39.6985,9.3102,7.238,28.0334,20.0185,6.1173,3.436
478,478.0,0.0068,1146.0,0.858,21.96,16.31,-5330.0,1.9983,37.1415,5.563,86.0936,8.5891,0.2426,50.4484,64.1358,119.1796,0.697,24.8867,8.1111,29.3735,79.3887,64.6457,5.2527,3.3583
479,479.0,0.0148,186.0,0.91,18.36,5.18,-6456.75,1.905,43.6917,10.8718,84.8892,8.7418,0.2458,50.2052,63.9238,118.7802,1.5403,67.9028,8.968,6.2661,35.788,14.675,6.4638,5.8047
480,480.0,0.0115,491.0,0.721,15.24,4.77,-6347.75,1.8845,57.1779,10.7875,85.1059,8.5987,0.226,50.5025,64.3081,119.1156,1.1866,40.2102,7.034,8.9584,25.1327,18.543,5.7708,6.0027
481,481.0,0.0177,423.0,0.319,11.72,4.22,-6426.5,1.875,49.8096,8.8509,87.4809,8.6829,0.0963,59.7711,79.2786,133.3898,1.8197,53.9007,3.0303,5.3927,26.0175,11.2167,6.3897,4.77
482,482.0,0.0076,582.0,0.196,18.53,4.78,-6624.0,1.8725,18.0405,9.1445,85.2764,8.7219,0.0593,50.1373,63.8842,118.534,0.781,40.5761,1.8026,5.2855,16.5682,16.83,6.3897,4.5993
483,483.0,0.0072,759.0,0.281,15.62,4.85,-5305.5,1.9605,44.6929,8.5587,85.3825,9.7324,0.0926,50.3716,64.2442,118.0668,0.7446,144.0662,2.6256,7.0014,33.6776,40.7892,9.0531,4.6823
484,484.0,0.0144,291.0,0.288,22.18,5.5,-6310.25,1.8818,23.941,9.2016,84.2999,8.6439,0.0854,50.5795,64.4484,119.0822,1.4873,30.4997,2.826,7.6789,35.0599,41.1449,10.7932,5.1981
485,485.0,0.0111,546.0,0.788,9.33,7.95,-6406.25,1.8847,23.0836,9.1321,84.2999,8.6439,0.2952,50.5795,64.4484,119.0822,1.1433,42.1442,7.9313,6.1672,52.538,22.8576,6.1887,3.8063
