,Unnamed: 0,F140,F152,F153,F159,F16,F185,F187,F198,F200,F201,F206,F209,F21,F252,F26,F272,F273,F287,F319,F32,F321,F33,F334,F337,F34,F342,F347,F35,F39,F390,F411,F413,F425,F426,F439,F457,F459,F46,F470,F471,F474,F476,F478,F495,F524,F574,F576,F577,F74
190,190.0,0.1896,0.4535,0.017,608.0,10.0903,9.75,19.09,0.883,20.84,10.02,0.0,0.0,-5500.0,3.7118,1.999,58.4694,27.6647,0.1303,11.1382,85.597,3.1507,8.5155,0.29,2.9552,50.0426,0.0,0.0,64.004,117.9506,0.9458,3.5086,12.9891,4.4948,1.7585,94.1354,7.3674,2.9601,764.7395,9.1575,5.2741,26.2331,14.9588,0.0,5.7376,6.2865,3.003,1.5248,12.8472,0.0
191,191.0,0.1896,0.3777,0.0139,3453.0,10.083,11.43,24.33,0.53,17.7,6.23,0.0,0.0,-4781.5,2.3724,2.0265,15.3095,27.6647,0.1118,11.0742,84.533,4.0539,8.872,0.1672,1.9205,50.3074,0.0,0.0,64.1215,118.0124,0.7004,3.5086,12.9891,3.7456,1.4282,56.9805,8.8558,3.7891,762.8816,5.3728,4.2068,17.1323,12.1978,0.0,7.0443,4.0451,2.5711,1.3494,20.6678,0.0
192,192.0,0.1841,0.387,0.0143,439.0,10.0985,5.93,18.82,0.28,15.35,7.44,0.0,0.0,-5336.5,2.5838,1.9995,57.7692,29.168,0.1167,10.279,84.2845,2.0571,9.2362,0.0838,2.3376,50.3524,0.0,0.0,64.1557,118.3954,0.8534,3.8798,13.4388,3.8325,1.4775,66.7878,4.2195,2.9552,741.1929,2.6368,6.2414,18.691,22.9605,0.0,8.8643,4.3154,3.0876,1.6947,18.4287,0.0
193,193.0,0.1646,0.2544,0.0161,2426.0,10.0974,12.48,26.03,0.57,20.38,7.46,0.0,0.0,-6112.25,2.3776,1.9995,16.5552,26.7883,0.0898,11.139,86.4478,3.695,8.8287,0.2095,2.0392,50.254,0.0,0.0,63.9006,117.974,0.7192,3.3854,11.9196,2.519,1.6608,42.7695,9.4512,4.0204,767.9395,5.909,7.6161,33.4316,18.7144,0.0,5.0883,4.1645,3.3152,1.8065,26.5334,0.0
194,194.0,0.1841,0.6514,0.0143,236.0,10.3797,5.03,17.92,0.298,14.91,7.34,0.0,0.0,-5646.5,1.9722,1.992,50.8308,29.168,0.1938,9.8817,85.0856,1.6653,8.6324,0.0945,1.8783,50.0906,0.0,0.0,64.1658,117.802,0.7155,3.8798,13.4388,6.2757,1.478,47.7097,3.5044,2.8099,738.7508,2.7826,6.5908,15.0636,13.1411,0.0,7.0844,3.2778,2.2951,1.2338,15.3597,0.0
195,195.0,0.4237,0.4892,0.0197,7599.0,10.5223,6.08,11.17,0.865,8.54,4.46,0.0,0.0,-3345.75,2.3909,0.885,61.7016,26.5052,0.1435,4.6309,85.0716,2.3853,8.6942,0.2491,1.3676,50.5287,0.0,0.0,64.3976,118.0626,0.8059,3.1702,43.4704,4.6487,2.0482,39.5765,4.3249,1.7811,721.657,8.3368,4.7537,30.1204,12.0761,0.0,7.4491,4.0328,2.9696,1.5497,13.5286,0.0
196,196.0,0.7099,0.2948,0.0176,5704.0,9.4214,7.55,11.5,0.162,11.54,10.09,0.0,0.0,-2668.5,4.5366,0.8855,48.1091,19.8068,0.1024,5.8501,85.6591,2.2163,8.8249,0.0433,3.0528,50.3878,0.0,0.0,64.1536,118.3554,1.5096,2.656,40.0643,3.1291,1.8287,51.7487,5.3091,1.7984,735.5917,1.4774,5.4148,25.4353,29.8674,0.0,6.1632,7.7696,2.9407,1.6974,15.5379,0.0
197,197.0,0.4706,0.4512,0.0122,374.0,10.1262,6.08,19.7,0.348,19.24,8.62,0.0,0.0,-6377.0,3.6951,1.8818,25.1367,29.7925,0.1609,10.6219,86.1197,1.9826,9.043,0.1018,2.3868,50.36,0.0,0.0,63.8744,117.6784,1.006,3.9501,46.4746,4.4554,1.2526,42.7007,4.2403,3.0836,738.9739,3.303,4.3487,27.2806,19.0322,0.0,4.2644,6.1401,3.5979,1.8952,10.039,0.0
198,198.0,1.0531,0.2818,0.0079,426.0,9.3528,5.12,11.4,0.489,10.39,8.25,0.0,0.0,-5440.25,2.4837,1.9755,39.2427,24.0694,0.101,6.3186,83.8465,1.5936,8.8945,0.1429,2.1831,50.2262,0.0,0.0,64.3323,118.5286,0.8076,3.805,84.3852,3.0128,0.8142,63.2137,3.7578,1.809,730.4395,4.5405,10.3823,27.547,10.0958,0.0,7.0703,4.1554,3.2348,1.6755,10.4655,0.0
199,199.0,0.4034,0.8403,0.0157,616.0,10.2131,9.76,19.99,0.156,15.31,11.12,0.0,0.0,-5485.0,2.5113,1.9552,47.1684,31.1926,0.2531,10.9136,85.7375,3.0622,9.0998,0.0524,2.9697,50.1482,0.0,0.0,64.0107,119.5608,0.8656,3.9593,37.9267,8.2281,1.6361,62.7014,6.9813,3.1446,739.8484,1.4452,5.0205,25.0743,8.9501,0.0,4.505,4.1842,3.335,1.8422,11.4341,0.0
200,200.0,0.2479,0.7132,0.0161,912.0,10.4427,9.49,23.77,0.87,29.05,8.72,0.0,0.0,-5394.0,2.2262,1.993,46.9106,23.7969,0.2144,11.1679,85.597,3.2364,8.5155,0.2783,2.376,50.0426,0.0,0.0,64.004,117.9506,0.7043,2.9645,18.5458,6.8299,1.6657,81.2724,7.3225,3.6723,770.0184,8.9221,11.089,33.5171,19.3073,0.0,6.6792,3.9448,2.7079,1.474,17.0534,0.0
201,201.0,0.1252,0.5128,0.005,794.0,10.4585,12.4,15.53,0.231,9.17,10.09,0.0,0.0,-5490.0,5.0098,1.9723,15.0626,22.0716,0.1496,6.3936,83.8465,3.7202,8.8945,0.0782,3.0728,50.2262,0.0,0.0,64.3323,118.5286,1.3848,2.8139,8.992,4.9035,0.507,33.5219,8.8985,2.4533,729.4822,2.0988,10.2366,16.9629,21.0192,0.0,4.2811,8.55,2.6391,1.506,13.19,0.0
202,202.0,0.1278,0.796,0.0226,1736.0,9.5536,10.0,19.33,0.911,26.4,2.98,0.0,0.0,-6886.25,1.9484,1.8895,17.7492,17.0619,0.2337,10.2018,86.3416,2.7743,9.219,0.237,0.9023,50.5347,0.0,0.0,64.0969,117.4196,0.6722,2.1615,18.76,8.3318,2.3584,32.652,7.7315,3.071,743.4202,8.9618,8.9153,9.1783,27.8933,0.0,4.2516,3.6078,3.0562,1.7175,14.1153,0.0
203,203.0,0.5377,0.5075,0.0142,466.0,10.4299,10.78,21.93,0.381,12.36,5.21,0.0,0.0,-5487.0,2.0479,2.0057,54.9822,20.4503,0.1488,9.6949,84.3232,3.1123,8.5218,0.1282,1.4326,50.3583,0.0,0.0,64.2803,118.102,0.795,2.6436,42.23,4.8655,1.457,55.9536,8.5574,3.476,749.8995,3.7523,7.3915,20.3477,26.6496,0.0,9.0303,3.5928,3.2179,1.9034,16.5142,0.0
204,204.0,0.1014,1.1333,0.0077,220.0,9.8416,9.05,14.24,0.348,14.46,2.98,0.0,0.0,-6368.75,4.6305,1.8878,59.1813,17.9526,0.3347,8.8256,86.4863,2.4181,8.828,0.0938,1.1286,50.2667,0.0,0.0,63.9349,118.039,1.2525,2.1241,7.3253,11.5157,0.7954,37.7803,6.2448,2.2826,717.1216,3.3282,6.2099,27.141,19.822,0.0,7.2584,7.9719,2.8698,1.4891,10.3231,0.0
205,205.0,0.1014,0.3818,0.0082,754.0,9.9413,6.35,18.67,0.289,16.08,2.73,0.0,0.0,-5619.5,3.9789,2.0068,37.2925,17.9526,0.1371,9.8561,84.1154,2.009,9.2281,0.079,0.9797,50.273,0.0,0.0,64.081,118.1176,1.0685,2.1241,7.3253,3.8402,0.8462,118.6813,4.7,3.0218,717.2904,2.7902,6.5321,20.6826,15.9177,0.0,6.9741,6.7751,3.7087,1.9636,8.2046,0.0
206,206.0,0.5892,0.4054,0.0236,325.0,10.3654,9.87,24.86,0.267,19.7,5.67,0.0,0.0,-6329.25,2.2021,1.8982,34.1063,20.4422,0.1212,10.9457,85.5455,3.5412,9.2655,0.0849,2.093,50.3358,0.0,0.0,63.8677,117.4194,0.6543,2.4807,58.2004,3.9111,2.4641,35.4613,7.4997,3.8632,762.9169,2.6477,7.4028,18.2383,16.6184,0.0,7.1556,3.6972,1.8628,1.0943,9.504,0.0
207,207.0,0.5293,1.0133,0.0161,1161.0,9.8124,14.22,21.6,0.437,13.05,10.79,0.0,0.0,-5466.5,2.6172,2.02,48.3745,18.1248,0.2727,8.7644,86.4478,3.8329,8.8287,0.1588,3.3115,50.254,0.0,0.0,63.9006,117.974,0.9193,2.2629,48.1286,10.3272,1.6721,67.3684,10.5354,3.4527,729.7375,4.2671,11.5059,56.4914,21.3861,0.0,8.4676,4.4979,2.4053,1.2842,13.3006,0.0
208,208.0,0.4151,0.2353,0.0204,674.0,10.3541,6.7,15.39,0.242,19.01,6.04,0.0,0.0,-5561.75,3.5798,2.0177,48.5814,18.9885,0.0834,10.1545,86.3857,2.091,8.8513,0.0777,1.8388,50.1431,0.0,0.0,63.7749,118.0906,1.0879,2.7404,25.0544,2.2721,2.1312,60.4839,4.7317,2.481,714.6909,2.279,8.7149,21.7426,16.2763,0.0,6.9652,6.117,2.4569,1.3159,11.0755,0.0
209,209.0,0.5377,1.0737,0.0152,1244.0,10.1182,5.69,22.81,0.875,21.35,8.52,0.0,0.0,-5440.75,2.8196,2.0075,34.5069,20.4503,0.2915,9.2858,84.3232,1.7496,8.5218,0.3401,2.6693,50.3583,0.0,0.0,64.2803,118.102,0.9225,2.6436,42.23,10.6114,1.5615,54.03,4.2268,3.6017,740.3371,8.7051,7.405,57.2146,61.2975,0.0,12.3156,4.8213,2.7978,1.4794,19.4477,0.0
210,210.0,0.668,0.9201,0.0232,799.0,9.6172,7.32,17.86,0.343,13.38,7.22,0.0,0.0,-5426.75,2.1539,1.9875,33.2032,20.1792,0.2461,9.669,84.3232,2.1303,8.5218,0.093,2.1868,50.3583,0.0,0.0,64.2803,118.102,0.6362,2.2036,59.14,9.5674,2.421,63.3241,5.4499,2.8152,743.2701,3.3994,9.199,65.9103,9.9698,0.0,3.1447,3.6385,3.4097,1.8332,18.0566,0.0
211,211.0,0.1285,0.2361,0.0181,486.0,10.2754,6.08,16.51,0.302,12.93,3.09,0.0,0.0,-5635.5,3.4858,2.0032,37.553,18.3816,0.0816,8.9216,84.8399,2.3549,8.5266,0.0869,1.2301,50.2925,0.0,0.0,64.0317,117.918,1.0484,2.2283,8.8801,2.2979,1.8841,50.0977,4.2235,2.6579,713.6077,2.91,7.5826,32.1237,30.5748,0.0,5.4737,6.0004,81.6568,53.5949,13.5991,0.0
212,212.0,0.1528,1.0172,0.0159,163.0,9.9101,7.03,21.55,0.275,11.3,4.01,0.0,0.0,-5794.25,2.7376,1.9885,16.9214,20.8219,0.2743,9.5181,85.564,2.3064,9.7484,0.0951,1.2407,50.0781,0.0,0.0,63.7678,118.244,0.9355,2.9058,9.7087,10.2647,1.6433,73.2082,5.2132,3.5058,716.3416,2.6825,8.9311,40.4352,7.3933,0.0,8.0677,4.6969,2.6278,1.4435,14.7886,0.0
213,213.0,0.3868,0.3214,0.0177,920.0,9.6664,10.37,26.23,0.227,14.44,2.69,0.0,0.0,-5972.75,2.1952,1.9815,7.9768,14.1672,0.1097,9.4364,85.597,3.0016,8.5155,0.0625,1.0467,50.0426,0.0,0.0,64.004,117.9506,0.698,2.1064,24.8743,3.3252,1.8298,170.6024,7.7242,4.2362,720.7386,2.1217,6.5779,12.6423,28.6787,0.0,3.844,3.686,3.4068,1.7492,10.8388,0.0
214,214.0,0.4348,0.3181,0.0152,370.0,9.6884,10.15,23.48,0.193,17.86,5.5,0.0,0.0,-5550.75,4.7525,1.9537,47.0176,18.8948,0.1075,9.9974,86.4478,2.9964,8.8287,0.0589,1.7616,50.254,0.0,0.0,63.9006,117.974,1.2819,2.7585,26.6905,3.2837,1.5714,59.7323,7.3468,3.76,724.3352,1.8761,7.0535,35.9991,20.2848,0.0,3.6654,7.9435,2.7214,1.4011,15.0505,0.0
215,215.0,0.5377,0.6677,0.0162,203.0,10.6033,5.49,16.28,0.352,18.1,6.24,0.0,0.0,-5503.5,2.5663,1.9972,70.2781,20.4503,0.1945,9.0585,85.0856,1.6074,8.6324,0.0962,1.8992,50.0906,0.0,0.0,64.1658,117.802,0.8937,2.6436,42.23,6.2973,1.6698,82.9085,3.9524,2.5853,729.7639,3.2707,6.5319,15.3166,20.5337,0.0,4.4944,4.4838,2.4928,1.3471,12.8366,0.0
216,216.0,0.5377,0.3705,0.0167,243.0,10.3512,9.53,19.98,0.521,15.71,7.28,0.0,0.0,-6345.75,2.8063,1.8895,34.2275,20.4503,0.1053,9.8175,86.3239,2.8604,9.5642,0.1451,2.106,50.3645,0.0,0.0,63.9038,117.5064,0.9369,2.6436,42.23,3.5792,1.7329,46.4362,7.0789,3.1571,742.4136,5.0896,6.1733,40.067,14.1878,0.0,8.4974,4.8445,2.78,1.6084,16.8002,0.0
217,217.0,0.4151,0.3005,0.0064,450.0,9.4274,4.84,18.6,0.4,18.89,4.13,0.0,0.0,-6434.75,3.7445,1.9065,71.6716,18.9885,0.0996,9.6041,85.0841,1.7488,8.6406,0.1296,1.301,50.0757,0.0,0.0,63.7959,118.563,1.3193,2.7404,25.0544,3.1875,0.6601,58.9136,3.3386,2.9482,724.0145,3.757,7.2697,24.087,6.6983,0.0,4.9829,6.3585,3.9365,2.1447,21.411,0.0
218,218.0,0.4069,1.451,0.0173,438.0,10.0229,10.89,14.55,0.422,17.67,6.3,0.0,0.0,-6511.5,1.9267,1.8875,42.3555,33.9937,0.4002,9.3491,85.482,3.1794,9.3998,0.1501,1.7481,50.4069,0.0,0.0,64.2033,118.3028,0.6217,4.9214,28.8464,14.4771,1.7835,61.6071,8.3043,2.3408,726.0449,4.1498,9.1478,36.0821,15.8452,0.0,8.7018,3.4315,3.0961,1.5886,15.6838,0.0
219,219.0,0.2627,0.6301,0.0042,419.0,10.3441,10.95,21.81,0.323,11.93,9.37,0.0,0.0,-6403.75,3.6637,1.8988,49.4722,28.4663,0.1863,9.466,86.3857,3.6439,8.8513,0.0996,2.7327,50.1431,0.0,0.0,63.7749,118.0906,1.2349,4.1589,27.6491,6.0917,0.4302,38.0895,7.9503,3.5512,710.8149,3.1022,6.4332,37.799,11.7249,0.0,7.6009,6.1121,3.1242,1.614,7.508,0.0
220,220.0,0.2627,0.7152,0.0145,547.0,10.2848,6.4,22.02,0.306,14.19,3.28,0.0,0.0,-5407.75,3.5579,2.0082,49.8847,28.4663,0.2131,8.9317,84.8399,2.2148,8.5266,0.0911,1.0026,50.2925,0.0,0.0,64.0317,117.918,1.2492,4.1589,27.6491,6.954,1.4949,27.8887,4.5661,3.5117,723.3689,2.9572,7.2386,17.0074,17.0609,0.0,6.721,5.9345,3.7087,1.9636,8.2046,0.0
221,221.0,0.5815,0.8652,0.0162,411.0,9.9969,9.35,15.67,0.35,17.96,5.92,0.0,0.0,-5617.5,3.7871,1.995,42.7626,27.5893,0.2344,9.5205,86.3857,2.9115,8.8513,0.0924,1.7305,50.1431,0.0,0.0,63.7749,118.0906,1.2527,4.0798,36.3468,8.6543,1.6741,89.0538,6.7353,2.5296,716.5855,3.3377,7.737,26.5249,11.5596,0.0,2.9871,6.3828,2.3023,1.2656,9.8177,0.0
222,222.0,0.5377,0.3398,0.0198,2017.0,10.3504,7.57,20.56,0.999,14.54,5.18,0.0,0.0,-6057.25,2.1871,1.9655,46.8474,20.4503,0.1002,9.5862,84.3232,2.6756,8.5218,0.3755,1.615,50.3583,0.0,0.0,64.2803,118.102,0.7658,2.6436,42.23,3.283,2.0553,91.0432,5.5756,3.2527,737.2861,10.0687,6.6788,33.2962,35.3189,0.0,7.3796,3.6688,3.3426,1.7384,14.2564,0.0
223,223.0,0.4348,1.4617,0.0151,420.0,10.0072,8.0,16.95,0.362,13.75,5.53,0.0,0.0,-6448.0,3.8049,1.8935,51.4822,18.8948,0.4338,9.2875,85.482,2.4149,9.3998,0.1235,2.1234,50.4069,0.0,0.0,64.2033,118.3028,1.158,2.7585,26.6905,14.6062,1.5638,38.3178,5.8775,2.6785,741.8553,3.6202,7.3058,39.6205,35.2958,0.0,3.8603,6.5221,3.5759,1.8402,23.7218,0.0
224,224.0,0.0848,0.8998,0.0048,219.0,10.2875,5.14,21.78,0.371,19.56,5.71,0.0,0.0,-6508.5,3.8077,1.8973,21.2984,22.953,0.2656,10.0161,85.0841,1.6862,8.6406,0.119,1.5467,50.0757,0.0,0.0,63.7959,118.563,1.2808,2.7803,10.785,8.7461,0.4864,41.0646,3.5433,3.4609,722.0706,3.4666,6.6324,29.3559,6.6869,0.0,7.5836,6.3566,4.0124,2.0961,10.6314,0.0
225,225.0,0.0848,0.9673,0.0168,2256.0,10.3412,5.16,23.58,0.32,20.1,5.62,0.0,0.0,-5771.25,2.3274,1.986,46.1362,22.953,0.282,9.5821,84.1154,1.5762,9.2281,0.0953,1.506,50.273,0.0,0.0,64.081,118.1176,0.8258,2.7803,10.785,9.3543,1.7296,48.0356,3.5547,3.7237,726.9352,3.0503,8.0468,31.7075,10.4302,0.0,7.9409,3.918,3.8883,2.1473,15.0058,0.0
226,226.0,0.0848,0.931,0.0049,311.0,10.3261,6.42,19.38,0.275,16.19,5.31,0.0,0.0,-6401.75,3.8117,1.896,37.216,22.953,0.2712,9.5968,85.0841,2.0535,8.6406,0.0947,1.4828,50.0757,0.0,0.0,63.7959,118.563,1.2653,2.7803,10.785,9.0162,0.499,33.5651,4.4484,3.0721,724.0532,2.5872,6.2814,28.9363,18.7597,0.0,7.3796,6.374,3.25,1.7167,7.9639,0.0
227,227.0,0.0848,0.9475,0.0046,738.0,10.3431,10.63,11.64,0.815,20.72,9.13,0.0,0.0,-5076.25,3.207,1.984,59.8935,22.953,0.2755,5.3155,85.9034,3.0696,9.2171,0.2255,2.9824,50.4176,0.0,0.0,64.0491,117.3928,0.8699,2.7803,10.785,9.1604,0.4656,39.3103,8.2152,1.8119,759.1936,7.9619,4.6363,30.6825,19.5795,0.0,4.7198,5.495,1.9025,1.1597,15.6949,0.0
228,228.0,0.3868,0.915,0.0163,578.0,9.9873,6.71,18.48,0.305,21.94,4.75,0.0,0.0,-5518.0,2.2808,2.0115,28.19,14.1672,0.2662,9.1161,86.106,1.8033,8.7879,0.0781,1.4427,49.9276,0.0,0.0,63.9266,117.7078,0.6744,2.1064,24.8743,9.1616,1.6916,53.8393,5.1931,2.9383,744.4897,2.8805,7.9274,11.3953,40.5024,0.0,5.2334,3.9637,3.0365,1.7225,14.4103,0.0
229,229.0,0.4348,0.8858,0.0166,484.0,10.1897,6.95,17.1,0.899,10.09,7.6,0.0,0.0,-6308.5,4.137,1.893,71.0586,18.8948,0.2397,9.4958,86.4478,1.9937,8.8287,0.3523,2.1546,50.254,0.0,0.0,63.9006,117.974,1.393,2.7585,26.6905,8.6933,1.7144,28.7004,5.3082,2.6991,745.0116,9.0955,10.4706,55.4168,27.7069,0.0,6.5238,7.1387,2.8158,1.4652,21.885,0.0
230,230.0,0.4348,1.6368,0.0163,1994.0,10.005,10.62,17.26,0.256,20.3,6.98,0.0,0.0,-6153.5,2.1745,2.0038,32.3562,18.8948,0.4897,9.6832,85.597,2.8061,8.5155,0.0886,1.8921,50.0426,0.0,0.0,64.004,117.9506,0.6689,2.7585,26.6905,16.3595,1.6824,135.7616,7.5875,2.7403,730.9825,2.4676,8.7458,18.5387,30.4911,0.0,3.391,3.6433,3.6041,1.8237,12.2194,0.0
231,231.0,0.1789,0.966,0.0044,958.0,10.3643,7.02,7.74,0.611,13.27,7.26,0.0,0.0,-5511.75,2.4242,1.9835,41.932122990342144,18.3432,0.2832,4.5966,86.3416,1.7857,9.219,0.2056,2.2152,50.5347,0.0,0.0,64.0969,117.4196,0.6498,2.1951,12.9901,9.3205,0.451,62.5416,4.953,1.1979,747.4044,5.9576,6.6776,36.9142,7.5369,0.0,4.9758,4.1501,2.3555,1.3023,23.3076,0.0
232,232.0,0.554,0.491,0.0195,592.0,9.5037,6.64,24.55,0.288,20.55,11.03,0.0,0.0,-6417.25,2.2988,1.894,36.2322,18.471,0.1607,9.3517,84.7297,2.1902,8.5177,0.0856,3.3689,50.4695,0.0,0.0,64.1615,118.2112,0.7824,2.3584,36.5967,5.1666,2.0226,55.2901,5.1014,3.8814,745.1489,2.7788,8.8738,31.3075,21.5559,0.0,5.3047,3.9876,2.6848,1.4512,10.2845,0.0
233,233.0,0.6895,0.9891,0.0184,455.0,9.9361,9.28,24.19,0.306,24.46,9.71,0.0,0.0,-6483.25,2.8546,1.8878,26.2677,18.5474,0.3049,9.2051,84.7297,2.7463,8.5177,0.0811,2.7426,50.4695,0.0,0.0,64.1615,118.2112,0.8484,2.3298,67.5472,9.9543,1.9028,55.1471,6.6394,3.8555,727.7956,2.8412,9.5868,35.3691,23.5374,0.0,5.9166,5.1163,2.3302,1.2492,6.3989,0.0
234,234.0,0.1939,1.4658,0.0053,497.0,10.0345,5.65,18.13,0.447,23.89,4.2,0.0,0.0,-6480.25,3.686,1.8758,28.8864,18.4995,0.4344,9.7091,85.9034,1.6031,9.2171,0.1297,1.3268,50.4176,0.0,0.0,64.0491,117.3928,1.226,2.1311,14.8011,14.6081,0.5357,22.9637,4.0406,2.9022,723.0295,4.3388,8.4643,21.9751,26.6228,0.0,5.8144,6.2323,2.3093,1.525,7.362,0.0
235,235.0,0.0848,0.883,0.0065,1197.0,10.1341,4.87,16.46,0.776,18.75,10.39,0.0,0.0,-5426.25,2.3528,2.004,57.7551,22.953,0.2661,6.1837,85.9034,1.4886,9.2171,0.2095,3.0308,50.4176,0.0,0.0,64.0491,117.3928,0.6996,2.7803,10.785,8.7132,0.6629,69.3014,3.7021,2.5448,761.8176,7.5323,5.1924,41.1767,9.7649,0.0,6.671,4.0794,1.7479,0.9477,9.2608,0.0
236,236.0,0.1528,0.414,0.0194,320.0,10.3911,3.97,19.45,0.519,20.94,14.45,0.0,0.0,-5505.5,2.8429,1.9985,25.7277,20.8219,0.1224,9.4088,84.9715,1.2177,8.6013,0.129,3.9506,50.3243,0.0,0.0,64.0262,118.2548,0.9214,2.9058,9.7087,3.9838,2.0087,39.8945,2.8411,3.0825,731.2024,4.784,14.6485,35.3139,9.1251,0.0,5.39,4.8491,2.2679,1.1652,9.5646,0.0
237,237.0,0.4348,0.6673,0.0206,814.0,10.4202,10.02,14.31,0.764,21.25,4.86,0.0,0.0,-5584.5,2.4249,1.9885,46.272,18.8948,0.1968,8.9992,84.9715,3.0962,8.6013,0.2324,1.3015,50.3243,0.0,0.0,64.0262,118.2548,0.8377,2.7585,26.6905,6.4037,2.1505,41.8065,6.9797,2.2603,729.381,7.3667,6.079,19.2672,51.7772,0.0,5.3171,4.0958,3.2399,1.7429,14.9904,0.0
238,238.0,0.1528,0.2873,0.0254,507.0,9.1874,6.35,19.98,0.408,22.33,11.34,0.0,0.0,-6375.0,2.2538,1.893,59.8501,20.8219,0.0987,8.8834,84.9715,2.3199,8.6013,0.1096,3.3168,50.3243,0.0,0.0,64.0262,118.2548,0.6927,2.9058,9.7087,3.1275,2.6585,33.475,4.5094,3.1598,731.0404,3.7515,11.038,35.4246,12.3034,0.0,6.2611,3.7796,2.1568,1.0889,14.037,0.0
239,239.0,0.1972,0.429,0.0179,1084.0,10.7158,9.77,21.68,0.292,19.07,5.73,0.0,0.0,-5465.0,4.9013,2.033,38.7919,18.1602,0.1285,9.2844,85.9034,2.7021,9.2171,0.093,1.7288,50.4176,0.0,0.0,64.0491,117.3928,1.5743,2.2073,14.8775,4.0033,1.8486,68.2853,7.337,3.4994,721.107,2.8122,7.6438,31.8046,11.6596,0.0,6.7166,8.359,2.1203,1.1991,12.3428,0.0
240,240.0,0.2942,0.9305,0.0036,3042.0,10.297,9.62,21.78,0.305,15.94,6.39,0.0,0.0,-4970.75,3.2323,1.9963,42.3465,19.6394,0.2792,9.8181,84.1154,2.6669,9.2281,0.0953,1.9109,50.273,0.0,0.0,64.081,118.1176,1.112,3.0487,31.4154,9.037,0.3697,66.4474,7.1851,3.5147,724.2693,2.9525,7.8469,29.2593,18.8937,0.0,5.0921,5.6124,3.1242,1.614,7.508,0.0
241,241.0,0.4348,1.3051,0.0192,1022.0,10.1733,8.25,21.54,0.624,23.37,8.88,0.0,0.0,-5181.5,2.5557,2.0023,47.544,18.8948,0.3559,10.221,84.9715,2.4198,8.6013,0.1617,3.2601,50.3243,0.0,0.0,64.0262,118.2548,0.7601,2.7585,26.6905,12.8291,1.9899,67.4097,6.1165,3.4388,730.1885,5.7962,11.171,37.2077,16.1603,0.0,4.8295,4.2644,2.4762,1.4278,11.9444,0.0
242,242.0,0.1105,0.7172,0.018,310.0,10.3713,5.59,21.65,0.322,16.78,4.15,0.0,0.0,-6351.5,2.1821,1.8893,52.0736,18.8848,0.2163,9.3991,84.9715,1.5481,8.6013,0.1003,1.2584,50.3243,0.0,0.0,64.0262,118.2548,0.6673,2.1869,8.0582,6.9151,1.867,36.6066,4.1596,3.421,740.613,3.0852,6.7985,15.6023,15.3663,0.0,8.2562,3.6595,2.6667,1.511,17.7352,0.0
243,243.0,0.554,0.4207,0.0183,1395.0,10.3906,10.27,17.1,0.403,19.51,6.43,0.0,0.0,-5230.25,2.6639,1.988,21.6594,18.471,0.1257,9.3697,86.4478,2.9828,8.8287,0.1146,1.7986,50.254,0.0,0.0,63.9006,117.974,0.8748,2.3584,36.5967,4.0488,1.9104,67.8917,7.5802,2.7155,735.2533,3.7665,6.7696,34.2659,14.0681,0.0,14.1783,4.5122,3.8958,1.9785,10.7299,0.0
244,244.0,0.1278,0.2996,0.0228,504.0,9.6259,5.8,18.11,0.35,25.46,4.44,0.0,0.0,-6393.25,4.7025,1.8902,60.2447,17.0619,0.0954,9.5984,85.4451,1.7789,8.5788,0.1073,1.3675,50.2484,0.0,0.0,63.9261,118.3794,1.2716,2.1615,18.76,3.1123,2.3927,30.3046,4.091,2.8982,722.4329,3.3014,7.1946,15.1522,19.1863,0.0,9.5958,7.8877,2.8813,1.5305,10.4454,0.0
245,245.0,0.1939,0.2925,0.0153,922.0,9.6167,11.18,20.37,0.427,22.45,7.94,0.0,0.0,-5367.75,2.8511,1.9832,17.1035,18.4995,0.0993,10.129,85.5361,3.2763,8.536,0.1091,1.936,50.3421,0.0,0.0,63.9167,118.4394,0.7766,2.1311,14.8011,3.0411,1.5816,42.7624,7.6531,3.2178,725.4843,4.0566,5.8884,36.963,26.6885,0.0,7.1554,4.8749,3.5111,1.9228,5.7281,0.0
246,246.0,0.1939,0.4392,0.0227,750.0,10.2655,10.92,8.01,0.59,17.46,7.06,0.0,0.0,-6356.0,2.9754,1.8805,48.5001,18.4995,0.129,5.7179,85.3625,3.2181,8.5952,0.1582,1.8986,50.3491,0.0,0.0,64.0145,118.227,1.1593,2.1311,14.8011,4.2787,2.3757,39.9351,8.01,1.248,745.7112,5.6474,5.7933,28.0062,15.764,0.0,4.2293,5.3005,2.7845,1.5783,17.2084,0.0
247,247.0,0.1012,0.417,0.0142,507.0,10.6221,4.71,24.67,0.268,14.8,4.69,0.0,0.0,-5175.5,4.8269,1.9988,34.7013,19.8161,0.1204,9.1907,86.4465,1.6982,8.6527,0.0691,1.4403,50.215,0.0,0.0,63.9211,118.102,1.5435,2.4684,7.4051,3.9253,1.4633,76.0825,3.37,4.0135,710.1216,2.4405,7.9831,12.3388,10.5212,0.0,6.1687,8.1084,3.4328,1.717,17.2918,0.0
