,F152,F16,F185,F187,F206,F209,F244,F245,F246,F252,F287,F321,F342,F347,F382,F383,F384,F4,F413,F425,F457,F459,F46,F478,F516,F517,F518,F524,F572,F573,F574,F576,F577,F74
491,0.5905,9.9689,8.88,21.71,0.0,0.0,,,,2.9572,0.1703,3.4231,0.0,0.0,,,,1.5175,30.819,5.9238,6.6487,3.5045,721.7287,0.0,,,,5.1265,8.65,0.1435,3.1242,1.614,7.508,0.0
492,0.8679,10.0466,6.25,12.34,0.0,0.0,,,,3.3558,0.2329,1.906,0.0,0.0,,,,0.9187,24.0175,8.6391,4.4883,1.9835,722.4101,0.0,,,,5.7379,9.43,0.2236,3.2845,1.7688,10.3164,0.0
493,0.5002,10.7541,4.91,28.76,0.0,0.0,,,,3.1132,0.1446,1.346,0.0,0.0,,,,1.6513,45.4979,4.6511,3.4811,4.4998,742.265,0.0,,,,5.2575,7.27,0.1347,2.598,1.356,7.3227,0.0
494,0.592,9.9788,9.24,22.03,0.0,0.0,,,,2.6836,0.1825,3.5934,0.0,0.0,,,,0.979,7.1219,5.9326,6.6189,3.4468,746.5588,0.0,,,,4.6227,7.64,0.2605,2.6151,1.434,10.8753,0.0
495,0.7404,10.3503,14.78,26.84,0.0,0.0,,,,3.23,0.2134,3.9978,0.0,0.0,,,,1.6347,5.6797,7.1533,11.3419,4.3247,726.0147,0.0,,,,5.4859,8.18,0.389,2.8777,1.5304,16.256,0.0
496,0.4689,10.7654,8.83,21.82,0.0,0.0,,,,2.0688,0.1356,3.1759,0.0,0.0,,,,1.7014,22.5423,4.3559,6.4083,3.4609,732.0241,0.0,,,,3.5334,7.74,0.327,2.8605,1.4458,15.6692,0.0
497,0.8672,10.3951,9.06,23.63,0.0,0.0,,,,1.9166,0.2531,3.1264,0.0,0.0,,,,1.0177,22.8359,8.3425,6.8078,3.7288,743.4575,0.0,,,,3.256,127.51,0.6676,64.0858,38.8198,24.8325,0.0
498,0.935,10.0947,3.55,20.24,0.0,0.0,,,,2.0056,0.2527,1.1065,0.0,0.0,,,,1.098,11.4929,9.2619,2.3644,3.115,753.6276,0.0,,,,3.4512,8.82,0.4281,3.0053,1.665,21.2626,0.0
499,0.5252,10.6895,7.63,14.06,0.0,0.0,,,,2.1807,0.1522,2.3,0.0,0.0,,,,1.499,30.2967,4.9135,5.2304,2.244,720.4526,0.0,,,,3.7857,10.37,0.2324,3.535,1.9477,9.856,0.0
500,0.4729,9.453,7.1,18.81,0.0,0.0,,,,3.0294,0.147,2.1902,0.0,0.0,,,,0.886,13.7627,5.0026,4.9739,2.9351,749.3116,0.0,,,,5.2285,8.39,0.3697,2.7962,1.5849,18.6404,0.0
501,1.1073,9.4808,7.08,16.68,0.0,0.0,,,,2.0013,0.2963,2.2299,0.0,0.0,,,,1.0177,22.8359,11.6792,5.1201,2.6585,729.2869,0.0,,,,3.3906,8.08,0.2548,2.8935,1.5141,11.3379,0.0
502,0.3293,10.5452,9.99,25.66,0.0,0.0,,,,2.5707,0.0971,3.1238,0.0,0.0,,,,1.6269,27.8252,3.1225,7.1138,4.0227,740.3739,0.0,,,,4.4038,9.82,0.3374,3.4983,1.848,15.4378,0.0
503,0.4761,9.9673,9.11,25.61,0.0,0.0,,,,1.8662,0.139,2.9794,0.0,0.0,,,,1.7632,21.8035,4.7763,6.697,4.0343,740.3028,0.0,,,,3.2506,7.05,0.2706,2.5286,1.3133,12.141,0.0
504,0.924,9.7435,10.12,24.69,0.0,0.0,,,,3.1386,0.2473,2.7633,0.0,0.0,,,,1.4381,10.0314,9.4831,6.9968,3.8681,738.2344,0.0,,,,5.5407,7.19,0.2556,2.2021,1.3435,12.1875,0.0
505,0.8078,9.7049,12.53,12.02,0.0,0.0,,,,3.092,0.2415,3.3506,0.0,0.0,,,,1.6347,5.6797,8.3238,8.5336,1.9214,718.9254,0.0,,,,5.2774,8.24,0.2728,2.9214,1.548,13.3898,0.0
506,0.5996,10.2754,4.45,15.16,0.0,0.0,,,,3.2044,0.1627,1.5853,0.0,0.0,,,,0.9002,13.1808,5.8358,3.0531,2.4323,713.6885,0.0,,,,5.5786,7.21,0.2176,2.374,1.3446,10.0838,0.0
507,0.4909,9.4663,3.23,23.75,0.0,0.0,,,,2.8664,0.1556,1.1252,0.0,0.0,,,,0.8024,13.004,5.1863,2.3508,3.7105,747.3419,0.0,,,,4.9448,6.81,0.5466,2.4323,1.2686,23.6473,0.0
508,0.4309,10.832,7.85,25.56,0.0,0.0,,,,2.5332,0.1281,2.4408,0.0,0.0,,,,1.7014,22.5423,3.9779,5.7251,4.0662,732.486,0.0,,,,4.4883,7.09,0.1496,2.454,1.3158,6.5829,0.0
509,0.9315,9.7917,7.2,13.57,0.0,0.0,,,,3.6124,0.2497,2.1536,0.0,0.0,,,,1.5082,37.1798,9.5132,5.1527,2.1803,722.4444,0.0,,,,6.2907,9.43,0.2236,3.2845,1.7688,10.3164,0.0
510,0.3587,10.5389,21.85,15.11,0.0,0.0,,,,2.9193,0.1067,6.251,0.0,0.0,,,,0.9002,13.1808,3.404,15.2096,2.412,718.7985,0.0,,,,5.1972,426.69,1.1093,134.9539,83.1669,60.4003,0.0
511,0.6332,10.7989,,,0.0,0.0,,,,3.6073,0.1844,,0.0,0.0,,,,1.5548,8.9121,5.8639,,,,0.0,,,,6.1678,9.11,0.2586,3.2019,1.7075,12.5749,0.0
512,0.872,10.3544,5.32,24.88,,,,,,2.3569,0.2345,1.8491,,,,,,0.8811,20.3935,8.4214,3.7657,3.8752,744.8642,,,,,4.0286,10.18,0.188,3.5736,1.9039,7.8488,
513,0.3288,10.3867,11.75,21.54,0.0,0.0,,,,2.6951,0.0965,3.2645,0.0,0.0,,,,1.098,11.4929,3.166,8.5086,3.3561,749.0273,0.0,,,,4.6332,8.58,0.3274,3.0626,1.6022,16.3329,0.0
514,0.6363,10.1611,6.84,20.43,0.0,0.0,,,,2.8328,0.1793,2.2357,0.0,0.0,,,,0.9143,20.1928,6.2625,4.9767,3.2401,733.8885,0.0,,,,4.9629,7.74,0.327,2.8605,1.4458,15.6692,0.0
515,0.8914,9.8812,6.39,25.18,0.0,0.0,,,,2.4348,0.2399,1.905,0.0,0.0,,,,1.7889,15.5262,9.021,4.4239,3.9731,731.2592,0.0,,,,4.0689,10.4301,0.3025,3.4041,1.9568,14.5051,0.0
516,0.5164,9.7843,9.32,24.32,0.0,0.0,,,,2.6382,0.1588,2.4849,0.0,0.0,,,,0.9002,13.1808,5.2783,6.764,3.7981,747.3086,0.0,,,,4.5123,8.74,0.2103,2.9644,1.6371,10.5253,0.0
517,0.4243,10.7928,6.75,19.57,0.0,0.0,,,,3.079,0.1253,1.9625,0.0,0.0,,,,1.6769,12.2969,3.9311,4.8357,3.0939,733.5246,0.0,,,,5.2218,7.09,0.1496,2.454,1.3158,6.5829,0.0
518,0.3947,10.708,5.74,22.8,0.0,0.0,,,,2.3441,0.1154,2.0262,0.0,0.0,,,,1.043,29.2712,3.6861,3.9959,3.57,739.2181,0.0,,,,4.1367,9.14,0.1252,3.1241,1.7019,6.244,0.0
519,0.7497,10.7402,6.13,17.16,0.0,0.0,,,,2.331,0.2114,1.6744,0.0,0.0,,,,1.6269,27.8252,6.9803,4.2394,2.7843,708.1765,0.0,,,,3.9834,8.88,0.3358,2.8346,1.6607,13.6247,0.0
520,0.4724,10.7671,9.27,19.11,0.0,0.0,,,,3.1358,0.1369,2.3539,0.0,0.0,,,,1.0177,22.8359,4.387,6.4269,3.0616,718.0677,0.0,,,,5.2825,10.3,0.2068,3.6885,1.927,13.7536,0.0
521,1.1824,9.993,8.08,24.84,0.0,0.0,,,,2.1698,0.3614,2.3529,0.0,0.0,,,,0.8811,20.3935,11.8327,5.6405,3.8666,745.8256,0.0,,,,3.7028,5.41,0.2516,1.8131,1.0036,12.5296,0.0
522,1.0522,10.3256,11.82,19.82,0.0,0.0,,,,2.0116,0.2818,3.8727,0.0,0.0,,,,1.6269,27.8252,10.1898,8.3525,3.1167,736.8254,0.0,,,,3.4351,7.19,0.2556,2.2021,1.3435,12.1875,0.0
523,0.3921,10.4771,6.05,11.98,0.0,0.0,,,,2.9742,0.1129,1.6906,0.0,0.0,,,,1.4869,9.9562,3.7425,4.1857,1.9184,720.2874,0.0,,,,5.0751,9.21,0.2491,3.3191,1.7333,11.9961,0.0
524,0.5017,10.7747,8.67,21.08,0.0,0.0,,,,3.1379,0.1443,2.9255,0.0,0.0,,,,1.6513,45.4979,4.6565,6.3575,3.3111,743.1414,0.0,,,,5.3626,445.32,1.1669,129.3101,77.9946,55.411,0.0
525,0.8834,9.8333,7.48,24.14,0.0,0.0,,,,3.469,0.2361,2.2036,0.0,0.0,,,,1.7889,15.5262,8.9842,5.2847,3.7898,738.2106,0.0,,,,5.9027,9.17,0.2759,2.996,1.7161,13.4998,0.0
526,0.4277,10.6564,5.82,17.76,0.0,0.0,,,,2.3482,0.1252,1.6001,0.0,0.0,,,,1.4869,9.9562,4.0132,4.4826,2.8038,742.8336,0.0,,,,4.0499,8.05,0.3213,2.8487,1.5148,15.9361,0.0
527,0.7819,9.9029,2.82,11.04,0.0,0.0,,,,1.8041,0.211,0.9138,0.0,0.0,,,,0.8465,14.1805,7.8961,1.9644,1.7702,719.9956,0.0,,,,3.0987,7.84,0.258,2.5328,1.4707,12.8264,0.0
528,0.2998,10.5586,4.64,12.73,0.0,0.0,,,,1.9836,0.0907,1.6266,0.0,0.0,,,,1.4869,9.9562,2.8396,3.3051,2.0564,717.1955,0.0,,,,3.47,8.2,0.229,2.8334,1.537,11.7118,0.0
529,0.3991,9.9475,4.69,24.93,0.0,0.0,,,,2.3912,0.1294,1.482,0.0,0.0,,,,1.6347,5.6797,4.0123,3.2527,3.9311,733.9389,0.0,,,,4.0219,6.93,0.399,2.2109,1.2962,19.6191,0.0
530,0.2741,10.3272,11.15,17.64,0.0,0.0,,,,1.715,0.0846,3.2176,0.0,0.0,,,,1.098,11.4929,2.6543,7.918,2.7826,734.2707,0.0,,,,2.9382,8.28,0.2158,2.8321,1.5528,9.5549,0.0
531,0.2823,10.5044,5.75,20.11,0.0,0.0,,,,1.9568,0.0863,1.6638,0.0,0.0,,,,0.966,19.7192,2.6878,3.9949,3.1764,730.6197,0.0,,,,3.2743,7.99,0.2536,2.9131,1.5021,11.2721,0.0
532,0.8803,10.121,8.16,21.34,0.0,0.0,,,,3.9506,0.2367,2.7227,0.0,0.0,,,,1.6347,5.6797,8.6974,5.7478,3.3534,738.5474,0.0,,,,6.8932,5.17,0.1427,1.7648,0.962,6.6571,0.0
533,0.3276,9.4989,7.48,22.84,0.0,0.0,,,,1.785,0.1137,1.9217,0.0,0.0,,,,0.9698,8.8091,3.4492,5.5474,3.578,747.4086,0.0,,,,3.0884,9.85,0.4535,3.4587,1.8554,19.5919,0.0
534,0.8477,10.1357,9.5,20.42,0.0,0.0,,,,1.8307,0.2279,2.514,0.0,0.0,,,,1.6347,5.6797,8.3635,6.6489,3.2112,735.7722,0.0,,,,3.1491,6.37,0.2423,2.0838,1.1888,10.8826,0.0
535,0.3778,10.1271,5.19,23.15,0.0,0.0,,,,1.9069,0.1411,1.7425,0.0,0.0,,,,0.8286,6.0568,3.7306,3.6496,3.6516,734.9422,0.0,,,,3.2834,8.15,0.3154,2.8597,1.5231,14.4164,0.0
536,0.4636,9.9107,6.49,12.97,0.0,0.0,,,,2.5585,0.1415,1.7251,0.0,0.0,,,,1.6347,5.6797,4.6775,4.5036,2.075,721.8424,0.0,,,,4.3123,7.24,0.2395,2.4668,1.353,12.2576,0.0
537,0.3905,10.5609,9.93,23.3,0.0,0.0,,,,2.354,0.1129,3.1016,0.0,0.0,,,,1.5548,8.9121,3.698,7.1296,3.6457,741.8922,0.0,,,,4.0911,451.69,0.8108,138.3722,76.9601,37.5154,0.0
538,0.4535,10.1332,5.35,20.95,0.0,0.0,,,,2.8977,0.1287,1.6299,0.0,0.0,,,,1.0177,22.8359,4.4754,3.8677,3.3421,729.3797,0.0,,,,4.9067,8.42,0.4246,3.1736,1.5797,17.7272,0.0
539,924.378,102.8677,11.29,22.25,0.0,0.0,,,,2.8385,292.2274,3.328,0.0,0.0,,,,1.7751,53.1435,898.6085,8.5297,3.5263,737.5687,0.0,,,,4.7861,8.09,0.4433,2.9186,1.5169,21.8124,0.0
540,0.275,9.8532,8.55,20.85,0.0,0.0,,,,3.1192,0.0984,2.6844,0.0,0.0,,,,0.9257,12.9561,2.7908,5.928,3.2575,741.1233,0.0,,,,5.3462,10.56,0.3699,3.7221,1.9803,16.3015,0.0
541,0.6597,10.7758,9.52,25.43,0.0,0.0,,,,2.2874,0.1915,2.9032,0.0,0.0,,,,1.5548,8.9121,6.1217,6.9208,4.0331,733.9755,0.0,,,,3.8237,8.4,0.1958,3.0002,1.5768,10.3628,0.0
542,0.312,10.5185,5.81,19.39,0.0,0.0,,,,2.09,0.0942,2.0045,0.0,0.0,,,,0.8024,13.004,2.9659,4.2992,3.0606,743.6734,0.0,,,,3.5596,9.13,0.2724,3.2479,1.7138,11.6508,0.0
543,0.4943,10.1975,4.47,16.46,0.0,0.0,,,,1.7915,0.1455,1.4256,0.0,0.0,,,,1.6769,12.2969,4.8471,3.0599,2.6567,710.7553,0.0,,,,3.0594,426.85,1.0685,134.1202,83.2942,70.2474,0.0
544,0.4896,10.6887,4.7,15.4,0.0,0.0,,,,3.8859,0.1412,1.5966,0.0,0.0,,,,1.4869,9.9562,4.5804,3.1635,2.4,743.7398,0.0,,,,6.6008,8.87,0.2525,2.883,1.6657,12.2428,0.0
545,0.807,9.7257,8.86,21.19,0.0,0.0,,,,3.7947,0.2377,2.702,0.0,0.0,,,,0.8832,12.4432,8.2976,6.104,3.329,735.1128,0.0,,,,6.4432,7.48,0.2969,2.5692,1.3917,13.9238,0.0
546,0.4706,9.6056,7.89,24.75,0.0,0.0,,,,3.333,0.1335,2.6019,0.0,0.0,,,,0.8379,26.7732,4.899,5.7003,3.9282,733.0152,0.0,,,,5.7048,6.36,0.2646,2.3244,1.1886,12.6428,0.0
547,0.9159,9.7107,6.26,18.42,0.0,0.0,,,,2.0524,0.2726,1.5441,0.0,0.0,,,,0.8832,12.4432,9.4317,4.8091,2.8678,754.132,0.0,,,,3.4266,5.6201,0.2812,1.9278,1.0529,14.2593,0.0
548,0.4541,10.6137,4.7,20.25,0.0,0.0,,,,2.4326,0.1289,1.433,0.0,0.0,,,,0.8379,26.7732,4.2781,3.4394,3.1448,750.0185,0.0,,,,4.1895,9.93,0.2932,3.3856,1.8698,14.1723,0.0
549,0.2972,9.8139,10.03,23.53,0.0,0.0,,,,2.2199,0.0928,2.737,0.0,0.0,,,,0.8795,36.3498,3.0283,7.2641,3.7396,730.478,0.0,,,,3.7897,10.66,0.3671,3.649,2.0132,17.9606,0.0
550,0.3872,10.5934,6.0,19.0,0.0,0.0,,,,1.9674,0.115,2.233,0.0,0.0,,,,1.4869,9.9562,3.6552,4.4524,3.0596,726.5601,0.0,,,,3.4543,9.14,0.3106,3.2821,1.7112,13.4839,0.0
551,0.4508,9.629,9.99,24.1,0.0,0.0,,,,1.8825,0.131,2.6384,0.0,0.0,,,,0.8379,26.7732,4.6822,7.1628,3.8084,735.8355,0.0,,,,3.2413,9.43,0.2236,3.2845,1.7688,10.3164,0.0
552,0.2577,9.8077,4.09,20.8,0.0,0.0,,,,1.6562,0.0924,1.1161,0.0,0.0,,,,0.8379,26.7732,2.6276,2.97,3.27,734.215,0.0,,,,2.8943,6.66,0.2881,2.4182,1.2477,14.1331,0.0
553,0.2945,9.8026,7.01,23.14,0.0,0.0,,,,3.3249,0.0988,2.2935,0.0,0.0,,,,0.8379,26.7732,3.0046,5.0332,3.6736,731.9724,0.0,,,,5.6866,10.21,0.3167,3.4322,1.9135,14.7511,0.0
554,0.7373,9.4058,5.81,27.76,0.0,0.0,,,,2.2043,0.2284,1.7989,0.0,0.0,,,,1.6273,13.1809,7.8392,4.17,4.4854,713.2858,0.0,,,,3.8246,9.31,0.2706,3.364,1.7442,16.8414,0.0
555,0.8054,10.0197,7.68,23.41,0.0,0.0,,,,3.3436,0.2363,2.7703,0.0,0.0,,,,1.6347,5.6797,8.0382,5.5335,3.7132,733.2048,0.0,,,,5.7634,7.19,0.2556,2.2021,1.3435,12.1875,0.0
556,0.4394,9.6348,11.17,19.14,0.0,0.0,,,,2.5138,0.129,3.1026,0.0,0.0,,,,0.8379,26.7732,4.5602,7.801,3.0196,734.0079,0.0,,,,4.3074,9.49,0.2684,3.3041,1.7835,13.1891,0.0
557,0.5195,9.4583,10.54,21.78,0.0,0.0,,,,1.9631,0.1572,2.919,0.0,0.0,,,,0.8024,13.004,5.4929,7.8172,3.4076,749.0093,0.0,,,,3.3745,452.54,0.6724,138.2373,76.7657,33.0129,0.0
558,0.3803,10.725,10.52,25.7,0.0,0.0,,,,2.9644,0.1125,3.3227,0.0,0.0,,,,1.0177,22.8359,3.5458,7.6219,4.0289,742.7117,0.0,,,,5.0102,9.64,0.3201,3.3571,1.7978,16.3179,0.0
559,0.825,9.4798,12.63,23.48,0.0,0.0,,,,2.6445,0.2416,4.0338,0.0,0.0,,,,1.4381,10.0314,8.7022,9.3613,3.6599,751.6531,0.0,,,,4.5383,8.78,0.3613,3.2879,1.6376,18.1211,0.0
560,0.3941,9.6928,4.2,17.41,0.0,0.0,,,,2.7317,0.1405,1.314,0.0,0.0,,,,0.8465,14.1805,4.0655,2.9216,2.7674,727.252,0.0,,,,4.582,9.3,0.3841,3.3142,1.7447,19.206,0.0
561,1.0862,10.0227,5.72,14.99,0.0,0.0,,,,2.8531,0.2951,2.0263,0.0,0.0,,,,1.3626,9.4461,10.8369,4.0894,2.4057,723.8464,0.0,,,,4.7659,13.35,1.138,4.0485,2.5067,41.5401,0.0
562,1.1795,10.0094,6.97,13.16,0.0,0.0,,,,1.9177,0.3226,2.2578,0.0,0.0,,,,1.3626,9.4461,11.7842,4.8188,2.081,735.4157,0.0,,,,3.2251,13.35,1.138,4.0485,2.5067,41.5401,0.0
563,0.2832,10.4757,4.41,20.0,0.0,0.0,,,,3.9977,0.0872,1.2723,0.0,0.0,,,,0.966,19.7192,2.7032,3.262,3.0856,755.882,0.0,,,,6.8237,9.92,0.1493,3.3781,1.8625,7.0781,0.0
564,0.4898,9.6192,3.54,22.06,0.0,0.0,,,,2.8626,0.1389,0.9453,0.0,0.0,,,,0.8286,6.0568,5.0915,2.4648,3.4177,754.9506,0.0,,,,4.9583,8.88,0.2739,3.1371,1.6758,13.7278,0.0
565,0.4034,9.8098,6.99,21.44,0.0,0.0,,,,4.0735,0.1281,1.9431,0.0,0.0,,,,1.4869,9.9562,4.112,4.732,3.3512,742.4168,0.0,,,,6.9767,8.05,0.3213,2.8487,1.5148,15.9361,0.0
566,0.69,10.4001,4.12,17.35,0.0,0.0,,,,3.4714,0.1955,1.1871,0.0,0.0,,,,0.8832,12.4432,6.6348,2.9755,2.7424,729.1866,0.0,,,,5.8354,6.08,0.3579,2.091,1.1395,17.5289,0.0
567,1.3279,9.5397,5.96,21.93,0.0,0.0,,,,2.9379,0.3562,1.7231,0.0,0.0,,,,1.0177,22.8359,13.9201,4.2774,3.5149,722.3445,0.0,,,,4.97,7.0,0.3806,2.3357,1.3091,23.4142,0.0
568,0.8019,10.087,1.94,23.8,0.0,0.0,,,,3.1985,0.2355,0.6114,0.0,0.0,,,,1.4869,9.9562,7.9497,1.5023,3.7524,743.0945,0.0,,,,5.397,10.0099,0.2329,3.4941,1.8787,12.2165,0.0
569,0.4412,10.503,10.2,13.43,0.0,0.0,,,,2.3849,0.1286,2.4791,0.0,0.0,,,,0.8832,12.4432,4.2011,7.0799,2.1355,726.7786,0.0,,,,4.0271,7.58,0.2852,2.6042,1.4257,14.4492,0.0
570,0.3763,9.4949,7.4,23.9,0.0,0.0,,,,3.3302,0.1247,2.3871,0.0,0.0,,,,1.7751,53.1435,3.9632,5.001,3.7066,748.5214,0.0,,,,5.6382,8.31,0.2494,3.0,1.5624,12.124,0.0
571,0.6647,10.3778,6.25,21.08,0.0,0.0,,,,3.5704,0.1898,1.7548,0.0,0.0,,,,0.8832,12.4432,6.4047,4.3068,3.3392,728.2117,0.0,,,,6.267,8.58,0.1975,3.0459,1.6066,9.8005,0.0
572,0.4232,10.6751,7.7,23.88,0.0,0.0,,,,1.9651,0.119,1.9762,0.0,0.0,,,,0.8379,26.7732,3.9648,5.5123,3.7205,745.9903,0.0,,,,3.3861,9.03,0.2605,3.3888,1.69,11.4947,0.0
573,0.2831,10.3426,8.09,26.29,0.0,0.0,,,,2.8724,0.0891,2.7465,0.0,0.0,,,,0.9698,8.8091,2.7367,5.8827,4.1358,742.1335,0.0,,,,4.8825,8.98,0.3394,3.07,1.6739,17.6407,0.0
574,1.0583,10.0777,5.51,18.32,0.0,0.0,,,,1.7218,0.2885,1.4288,0.0,0.0,,,,1.3626,9.4461,10.5013,3.8017,2.9028,733.9962,0.0,,,,2.9165,13.35,1.138,4.0485,2.5067,41.5401,0.0
575,0.4859,10.1225,8.8,24.79,0.0,0.0,,,,2.1635,0.1413,2.732,0.0,0.0,,,,1.6769,12.2969,4.8005,6.5412,4.0067,720.9485,0.0,,,,3.6737,8.14,0.1965,2.5457,1.5167,12.4072,0.0
576,0.5126,9.4603,16.78,25.63,0.0,0.0,,,,3.0983,0.1589,4.6163,0.0,0.0,,,,0.8024,13.004,5.4185,12.5181,4.1249,724.8676,0.0,,,,5.3483,7.04,0.2603,2.6664,1.3166,10.9822,0.0
577,0.3484,10.4951,3.44,18.91,0.0,0.0,,,,2.6222,0.1002,0.9938,0.0,0.0,,,,0.8795,36.3498,3.3194,2.5969,2.9884,737.1974,0.0,,,,4.5028,11.33,0.1347,4.0086,2.1325,6.7561,0.0
578,1.0844,9.3949,5.8,18.74,0.0,0.0,,,,1.9507,0.2939,1.8942,0.0,0.0,,,,0.8184,12.8744,11.5422,4.3015,2.8973,754.466,0.0,,,,3.2811,11.17,0.2269,3.7252,2.1029,11.3389,0.0
579,0.8257,9.9453,4.98,21.84,0.0,0.0,,,,2.1632,0.2235,1.533,0.0,0.0,,,,0.8465,14.1805,8.3025,3.4266,3.4374,731.8948,0.0,,,,3.714,9.01,0.233,3.1072,1.6949,9.932,0.0
580,0.4764,9.4392,6.61,24.16,0.0,0.0,,,,1.9272,0.1649,2.0684,0.0,0.0,,,,1.5548,8.9121,5.0474,4.6106,3.8109,734.5942,0.0,,,,3.2937,9.75,0.4187,3.3423,1.828,17.6233,0.0
581,0.9932,9.4095,10.08,24.45,0.0,0.0,,,,2.3345,0.2702,3.7269,0.0,0.0,,,,0.8184,12.8744,10.5554,7.3379,3.8282,744.3585,0.0,,,,4.0339,9.27,0.2345,3.4091,1.741,10.0209,0.0
582,0.4734,10.0009,6.28,23.9,0.0,0.0,,,,2.1024,0.1445,2.1303,0.0,0.0,,,,1.6746,33.8649,4.734,4.4083,3.7367,741.4595,0.0,,,,3.585,8.19,0.342,3.0021,1.5354,14.7455,0.0
583,0.4713,10.6914,6.93,17.63,0.0,0.0,,,,3.0534,0.1371,2.3438,0.0,0.0,,,,1.0304,19.1426,4.4083,4.9715,2.7811,737.9779,0.0,,,,5.4754,7.58,0.247,2.5583,1.4147,10.5902,0.0
584,0.9549,9.0416,5.78,15.29,0.0,0.0,,,,2.6299,0.2579,1.9632,0.0,0.0,,,,0.8599,6.6752,10.5618,3.992,2.4226,732.5931,0.0,,,,4.4571,5.3,0.3411,1.7213,0.9842,16.4231,0.0
585,1.1895,9.163,5.52,14.3,0.0,0.0,,,,2.5518,0.3434,1.9016,0.0,0.0,,,,1.5257,14.0801,12.9817,3.7046,2.2563,732.2701,0.0,,,,4.3209,13.35,1.138,4.0485,2.5067,41.5401,0.0
586,0.34,9.3353,5.74,20.98,0.0,0.0,,,,2.6122,0.1169,1.6417,0.0,0.0,,,,0.8184,12.8744,3.6423,4.0266,3.2181,763.8121,0.0,,,,4.5214,5.79,0.1893,2.1265,1.0837,9.6108,0.0
587,0.4259,9.3019,7.35,20.98,0.0,0.0,,,,3.3315,0.1346,2.2657,0.0,0.0,,,,1.3404,29.1868,4.5782,5.2403,3.3264,733.7554,0.0,,,,5.6734,8.58,0.1975,3.0459,1.6066,9.8005,0.0
588,0.7242,9.4436,7.6,18.85,0.0,0.0,,,,3.1001,0.2252,2.3168,0.0,0.0,,,,0.8832,12.4432,7.6688,5.7159,2.9092,758.9277,0.0,,,,5.2734,8.09,0.3016,2.8562,1.5131,15.0738,0.0
589,0.3689,9.3065,5.59,19.99,0.0,0.0,,,,3.3055,0.1216,1.4229,0.0,0.0,,,,0.8184,12.8744,3.9635,4.3272,3.1059,757.1183,0.0,,,,5.6894,8.09,0.3016,2.8562,1.5131,15.0738,0.0
590,0.9138,9.5372,3.87,22.98,0.0,0.0,,,,2.778,0.2463,1.188,0.0,0.0,,,,0.8184,12.8744,9.5819,2.6558,3.6274,726.6594,0.0,,,,4.8027,10.98,0.2422,3.6929,2.0601,10.1292,0.0
591,0.4214,10.1487,5.6,20.12,0.0,0.0,,,,2.0371,0.1284,1.6561,0.0,0.0,,,,1.4869,9.9562,4.1521,3.7852,3.1556,737.6747,0.0,,,,3.5007,8.05,0.3213,2.8487,1.5148,15.9361,0.0
592,0.3937,9.6063,5.52,19.96,0.0,0.0,,,,3.7084,0.1272,1.6943,0.0,0.0,,,,0.8184,12.8744,4.0984,3.7235,3.1257,738.3945,0.0,,,,6.2485,7.91,0.3413,2.442,1.4758,16.5929,0.0
593,0.3775,9.6635,6.0,14.59,0.0,0.0,,,,3.6222,0.1179,2.0197,0.0,0.0,,,,1.5257,14.0801,3.9069,4.2968,2.3449,722.3626,0.0,,,,6.0834,8.0,0.2372,2.7908,1.5023,10.439,0.0
594,0.5231,10.6081,5.39,22.77,0.0,0.0,,,,3.9208,0.1512,1.4852,0.0,0.0,,,,0.8832,12.4432,4.9308,4.0969,3.6151,734.1845,0.0,,,,6.6467,8.05,0.3213,2.8487,1.5148,15.9361,0.0
595,0.8898,10.2402,6.65,14.68,0.0,0.0,,,,3.2574,0.2381,2.2141,0.0,0.0,,,,1.6746,33.8649,8.6891,4.6654,2.3618,715.6795,0.0,,,,5.7093,8.69,0.3926,3.1316,1.6312,15.9899,0.0
596,0.416,10.4038,9.17,20.71,0.0,0.0,,,,1.9686,0.1282,2.5048,0.0,0.0,,,,0.8465,14.1805,3.9988,6.6735,3.3554,713.6117,0.0,,,,3.4416,8.42,0.2162,2.8159,1.5707,11.4941,0.0
597,1.0089,9.3944,4.47,12.11,0.0,0.0,,,,3.2844,0.2714,1.4636,0.0,0.0,,,,0.8184,12.8744,10.739,2.9561,1.9037,732.2476,0.0,,,,5.7648,8.05,0.3213,2.8487,1.5148,15.9361,0.0
598,0.451,10.5538,9.21,25.84,0.0,0.0,,,,3.3734,0.1317,2.9277,0.0,0.0,,,,0.8465,14.1805,4.2737,6.749,4.0473,745.4209,0.0,,,,5.7033,7.79,0.2836,2.7729,1.4589,11.9549,0.0
599,1.3777,12.4774,11.56,25.84,0.0,0.0,,,,2.9372,0.4849,3.9207,0.0,0.0,,,,0.8811,20.3935,11.0415,8.6351,4.1059,734.6234,0.0,,,,4.9806,6.36,0.2646,2.3244,1.1886,12.6428,0.0
600,0.3362,10.3059,4.25,13.98,0.0,0.0,,,,2.5416,0.0992,1.053,0.0,0.0,,,,1.3626,9.4461,3.262,3.0662,2.1766,740.155,0.0,,,,4.4097,8.01,0.2626,2.8603,1.5013,13.1687,0.0
601,0.9678,9.5423,5.92,20.8,0.0,0.0,,,,2.102,0.2596,1.7877,0.0,0.0,,,,1.6769,12.2969,10.1425,4.1202,3.2644,735.719,0.0,,,,3.581,7.52,0.5424,2.7061,1.4196,24.2733,0.0
